"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         333,      -4.894921592,      -3.954013045,      -4.269029259,       -9.56086504
          0,           0,         334,      -4.908912975,      -3.955637734,      -4.267812209,        -9.5561794
          0,           0,         335,      -4.922772475,       -3.95752991,      -4.267945169,      -9.551926444
          0,           0,         336,      -4.936247897,      -3.959668733,      -4.269439552,       -9.54818206
          0,           0,         337,      -4.949077815,      -3.962026659,       -4.27228842,      -9.544988192
          0,           0,         338,      -4.961005021,      -3.964570215,      -4.276469029,      -9.542157036
          0,           0,         339,      -4.971793056,      -3.967260944,      -4.281944317,      -9.539882083
          0,           0,         340,      -4.981244131,      -3.970056491,      -4.288663481,      -9.538059513
          0,           0,         341,      -4.989215926,      -3.972911835,      -4.296561778,      -9.536830685
          0,           0,         342,      -4.995634341,      -3.975780638,      -4.305559694,      -9.536087901
          0,           0,         343,      -5.000499695,      -3.978616677,      -4.315561582,      -9.535801379
          0,           0,         344,      -5.003885073,       -3.98137531,       -4.32645394,      -9.536088281
          0,           0,         345,      -5.005927153,      -3.984014913,       -4.33810353,      -9.536674236
          0,           0,         346,      -5.006810384,      -3.986498204,      -4.350355869,      -9.537916844
          0,           0,         347,      -5.006752325,      -3.988793485,      -4.363033668,        -9.5393518
          0,           0,         348,      -5.005983942,      -3.990875441,      -4.375935968,      -9.541166918
          0,           0,         349,      -5.004734045,      -3.992725836,       -4.38883983,       -9.54343115
          0,           0,         350,      -5.003217644,      -3.994333828,      -4.401503932,      -9.546025286
          0,           0,         351,       -5.00162801,      -3.995695917,      -4.413674782,      -9.548884675
