"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,      "Avg_c"     
           0,       0.183422228,      -2.476069694,      -2.006518049,      -13.55970077,       3.151640679,      -11.53574057,   5.048337791e-08,   2.603109345e-06,              4.04,              4.04,              4.04,       458.4520931
           1,       0.180068205,      -2.641194275,       -1.18650589,     -0.7294076332,       2.986547512,      -11.61803468,   5.215600189e-08,   2.629145674e-06,            4.0804,            4.0804,            4.0804,       458.4520931
           2,      0.1721127877,      -2.900447791,      -1.455208889,     -0.9879466641,        2.72728442,      -11.66825697,    5.28385314e-08,   2.655474636e-06,          4.121204,          4.121204,          4.121204,       458.4520931
           3,      0.1688570502,      -2.994502078,      -1.554412515,      -1.081282696,       2.633220408,      -11.68936699,   5.342354098e-08,   2.682165246e-06,        4.16241604,        4.16241604,        4.16241604,       458.4520931
           4,      0.1604758012,      -3.037530656,      -1.598480721,      -1.123855353,       2.590187874,      -11.69972837,   5.397766373e-08,   2.709325029e-06,         4.2040402,         4.2040402,         4.2040402,       458.4520931
           5,      0.1518044612,      -3.061570037,      -1.622304185,      -1.147268734,       2.566145952,      -11.70488063,   5.452445661e-08,   2.737071468e-06,       4.246080602,       4.246080602,       4.246080602,       458.4520931
           6,      0.1564139686,       -3.07519893,      -1.635012063,      -1.160282445,        2.55251511,      -11.70720504,   5.507217925e-08,   2.765487709e-06,       4.288541408,       4.288541408,       4.288541408,       458.4520931
           7,      0.1604082674,      -3.082617699,      -1.641203164,      -1.167482422,       2.545095048,      -11.70843806,   5.562374414e-08,   2.794585907e-06,       4.331426823,       4.331426823,       4.331426823,       458.4520931
           8,      0.1639516186,      -3.087096278,      -1.644119036,      -1.172262321,          2.540616,      -11.70999388,   5.618020158e-08,   2.824296508e-06,       4.374741091,       4.374741091,       4.374741091,       458.4520931
           9,      0.1655010874,      -3.091243643,       -1.64585752,      -1.176942514,       2.536468893,       -11.7126361,   5.674186531e-08,   2.854486699e-06,       4.418488502,       4.418488502,       4.418488502,       458.4520931
          10,      0.1621105608,      -3.096663652,      -1.647394405,      -1.182706186,       2.531049512,      -11.71653262,   5.730895921e-08,   2.884997135e-06,       4.462673387,       4.462673387,       4.462673387,       458.4520931
          11,      0.1590935608,       -3.10387816,       -1.64890528,      -1.189837469,       2.523835611,      -11.72132467,    5.78816736e-08,   2.915680388e-06,       4.507300121,       4.507300121,       4.507300121,       458.4520931
          12,      0.1678053219,      -3.112629456,      -1.650192298,      -1.198108994,       2.515084669,      -11.72660153,   5.846008539e-08,   2.946427934e-06,       4.552373122,       4.552373122,       4.552373122,       458.4520931
          13,      0.1673603988,       -3.12231819,      -1.651000655,         -1.207121,       2.505396003,      -11.73198558,   5.904428313e-08,   2.977180565e-06,       4.597896853,       4.597896853,       4.597896853,       458.4520931
          14,      0.1672267988,      -3.132341669,      -1.651165293,      -1.216512296,       2.495372379,      -11.73720058,   5.963435648e-08,   3.007924554e-06,       4.643875821,       4.643875821,       4.643875821,       458.4520931
          15,      0.1660855841,      -3.142245673,       -1.65063267,      -1.226053293,       2.485468108,      -11.74208676,     6.0230386e-08,   3.038679622e-06,        4.69031458,        4.69031458,        4.69031458,       458.4520931
          16,      0.1631034903,      -3.151727842,      -1.649425259,      -1.235663588,       2.475985612,      -11.74656598,   6.083243544e-08,    3.06948482e-06,       4.737217725,       4.737217725,       4.737217725,       458.4520931
          17,      0.1621878604,      -3.160578511,      -1.647597689,      -1.245393281,       2.467134588,      -11.75059268,   6.144054836e-08,   3.100386445e-06,       4.784589903,       4.784589903,       4.784589903,       458.4520931
          18,      0.1620001775,       -3.16862709,      -1.645204584,      -1.255390448,       2.459085636,      -11.75412418,   6.205474977e-08,   3.131429717e-06,       4.832435802,       4.832435802,       4.832435802,       458.4520931
          19,      0.1629570706,        -3.1757227,      -1.642284351,      -1.265862936,       2.451989647,      -11.75713952,   6.267505191e-08,   3.162654236e-06,        4.88076016,        4.88076016,        4.88076016,       458.4520931
          20,      0.1645206311,      -3.181747494,      -1.638855849,      -1.277037398,       2.445964479,      -11.75963199,   6.330146228e-08,   3.194092336e-06,       4.929567761,       4.929567761,       4.929567761,       458.4520931
          21,      0.1884399891,      -3.186645812,      -1.634923159,      -1.289118638,       2.441065811,      -11.76162052,   6.393399158e-08,   3.225769224e-06,       4.978863439,       4.978863439,       4.978863439,       458.4520931
          22,      0.1870028268,      -3.190449465,      -1.630484328,      -1.302254368,       2.437261855,      -11.76316253,   6.457265987e-08,   3.257703993e-06,       5.028652073,       5.028652073,       5.028652073,       458.4520931
          23,      0.1854480168,      -3.193284724,      -1.625540842,      -1.316510714,       2.434426358,      -11.76434213,   6.521749995e-08,   3.289910892e-06,       5.078938594,       5.078938594,       5.078938594,       458.4520931
          24,      0.1826276758,      -3.195356852,      -1.620105645,      -1.331861938,       2.432354074,      -11.76526547,   6.586855795e-08,   3.322400529e-06,        5.12972798,        5.12972798,        5.12972798,       458.4520931
          25,      0.1804836267,      -3.196917713,      -1.614208192,      -1.348194576,       2.430793147,      -11.76604328,   6.652589168e-08,   3.355180872e-06,        5.18102526,        5.18102526,        5.18102526,       458.4520931
          26,      0.1795554291,      -3.198227842,      -1.607896079,      -1.365323415,       2.429483046,      -11.76677905,   6.718956775e-08,   3.388258061e-06,       5.232835512,       5.232835512,       5.232835512,       458.4520931
          27,      0.1786755067,      -3.199523846,      -1.601233578,      -1.383015032,       2.428187164,      -11.76756594,   6.785965824e-08,    3.42163706e-06,       5.285163868,       5.285163868,       5.285163868,       458.4520931
          28,      0.1781653372,      -3.200997456,      -1.594297942,      -1.401013989,       2.426713773,      -11.76847302,   6.853623776e-08,   3.455322215e-06,       5.338015506,       5.338015506,       5.338015506,       458.4520931
          29,       0.177947118,      -3.202787284,      -1.587174512,      -1.419067333,        2.42492426,      -11.76954059,   6.921938123e-08,   3.489317769e-06,       5.391395661,       5.391395661,       5.391395661,       458.4520931
          30,      0.1775124309,      -3.204980706,      -1.579951659,      -1.436944157,       2.422731253,      -11.77079284,   6.990916257e-08,   3.523628353e-06,       5.445309618,       5.445309618,       5.445309618,       458.4520931
          31,       0.175917633,      -3.207621901,      -1.572716254,      -1.454448451,       2.420090577,      -11.77223863,   7.060565418e-08,   3.558259478e-06,       5.499762714,       5.499762714,       5.499762714,       458.4520931
          32,      0.1764201353,       -3.21072239,      -1.565550314,      -1.471424865,       2.416990719,      -11.77387575,   7.130892709e-08,   3.593218018e-06,       5.554760341,       5.554760341,       5.554760341,       458.4520931
          33,      0.1765472384,      -3.214271516,      -1.558528653,      -1.487757996,       2.413442336,      -11.77569087,    7.20190517e-08,   3.628512691e-06,       5.610307945,       5.610307945,       5.610307945,       458.4520931
          34,      0.1766530946,      -3.218245549,      -1.551717889,      -1.503366196,       2.409469158,      -11.77766939,   7.273609887e-08,   3.664154505e-06,       5.666411024,       5.666411024,       5.666411024,       458.4520931
          35,      0.1765191516,      -3.222615024,      -1.545175954,      -1.518191079,       2.405100643,      -11.77979551,    7.34601415e-08,   3.700157139e-06,       5.723075134,       5.723075134,       5.723075134,       458.4520931
          36,      0.1753366802,      -3.227350753,      -1.538951798,      -1.532183193,       2.400365969,      -11.78205652,   7.419125647e-08,   3.736537219e-06,       5.780305886,       5.780305886,       5.780305886,       458.4520931
          37,      0.1742567262,      -3.232429123,      -1.533085081,       -1.54528424,       2.395288732,      -11.78444678,   7.492952733e-08,   3.773314438e-06,       5.838108945,       5.838108945,       5.838108945,       458.4520931
          38,      0.1739683855,      -3.237837296,      -1.527605354,      -1.557406648,       2.389881748,      -11.78696902,   7.567504754e-08,   3.810511467e-06,       5.896490034,       5.896490034,       5.896490034,       458.4520931
          39,      0.1737233564,       -3.24357849,      -1.522530654,      -1.568412885,       2.384141771,      -11.78968891,   7.642792471e-08,   3.848153605e-06,       5.955454934,       5.955454934,       5.955454934,       458.4520931
          40,       0.173468399,      -3.249676937,      -1.517866013,      -1.578099399,       2.378044529,      -11.79277946,   7.718828564e-08,   3.886268157e-06,       6.015009484,       6.015009484,       6.015009484,       458.4520931
          41,      0.1756793035,       -3.25618155,      -1.513602276,      -1.586192714,       2.371541065,       -11.7963337,   7.795628218e-08,   3.924883513e-06,       6.075159579,       6.075159579,       6.075159579,       458.4520931
          42,      0.1770142157,      -3.263166917,      -1.509715868,      -1.592366614,       2.364556727,      -11.80008872,   7.873209756e-08,      3.964028e-06,       6.135911174,       6.135911174,       6.135911174,       458.4520931
          43,      0.1764847166,      -3.270730299,      -1.506170075,      -1.596286849,       2.356994178,       -11.8038993,   7.951595286e-08,   4.003728545e-06,       6.197270286,       6.197270286,       6.197270286,       458.4520931
          44,      0.1772446828,      -3.278983664,      -1.502918145,      -1.597681872,       2.348741344,      -11.80784875,   8.030811266e-08,   4.044009271e-06,       6.259242989,       6.259242989,       6.259242989,       458.4520931
          45,      0.1798883362,      -3.288040538,      -1.499908174,      -1.596425491,       2.339684582,      -11.81218841,   8.110888926e-08,   4.084890174e-06,       6.321835419,       6.321835419,       6.321835419,       458.4520931
          46,      0.1803687437,      -3.297998192,      -1.497089319,      -1.592606072,       2.329726481,      -11.81717659,   8.191864413e-08,   4.126386068e-06,       6.385053773,       6.385053773,       6.385053773,       458.4520931
          47,      0.1808191597,       -3.30891649,      -1.494418504,      -1.586555536,       2.318807036,      -11.82287054,    8.27377857e-08,   4.168505782e-06,       6.448904311,       6.448904311,       6.448904311,       458.4520931
          48,      0.1816676403,      -3.320795383,      -1.491866388,      -1.578824573,       2.306926167,      -11.82910831,   8.356611737e-08,   4.211251663e-06,       6.513393354,       6.513393354,       6.513393354,       458.4520931
          49,      0.1858065529,       -3.33355373,       -1.48942117,      -1.570111958,       2.294164925,       -11.8355157,   8.440407961e-08,   4.254619738e-06,       6.578527287,       6.578527287,       6.578527287,       458.4520931
          50,      0.1890706266,      -3.347012939,      -1.487089868,      -1.561172137,       2.280701883,      -11.84162033,   8.525259183e-08,   4.298600239e-06,        6.64431256,        6.64431256,        6.64431256,       458.4520931
          51,      0.1955159703,      -3.360889797,      -1.484895998,       -1.55272788,       2.266820336,      -11.84720462,   8.611141369e-08,   4.343178454e-06,       6.710755686,       6.710755686,       6.710755686,       458.4520931
          52,      0.2018233898,      -3.374803472,      -1.482874594,      -1.545405669,       2.252901329,      -11.85222543,   8.697809088e-08,   4.388335737e-06,       6.777863243,       6.777863243,       6.777863243,       458.4520931
          53,      0.2050248221,      -3.388301079,      -1.481064542,      -1.539699144,       2.239398098,       -11.8566379,   8.785612425e-08,   4.434050539e-06,       6.845641875,       6.845641875,       6.845641875,       458.4520931
          54,      0.2065042654,      -3.400903362,      -1.479500456,      -1.535957061,       2.226790367,      -11.86037169,   8.874594942e-08,   4.480299292e-06,       6.914098294,       6.914098294,       6.914098294,       458.4520931
          55,      0.2064494237,       -3.41216628,       -1.47820502,      -1.534388628,       2.215522699,       -11.8634375,   8.964793747e-08,   4.527057055e-06,       6.983239277,       6.983239277,       6.983239277,       458.4520931
          56,      0.2070706931,      -3.421746963,      -1.477183118,       -1.53507937,       2.205938447,      -11.86584063,   9.056236572e-08,   4.574297879e-06,        7.05307167,        7.05307167,        7.05307167,       458.4520931
          57,      0.2070837014,      -3.429457176,       -1.47641837,      -1.538012395,       2.198226187,      -11.86765849,   9.148939087e-08,   4.621994941e-06,       7.123602386,       7.123602386,       7.123602386,       458.4520931
          58,      0.2073913587,      -3.435288542,      -1.475872257,      -1.543091742,        2.19239443,      -11.86895794,   9.242902747e-08,    4.67012053e-06,        7.19483841,        7.19483841,        7.19483841,       458.4520931
          59,      0.2084796794,      -3.439402503,      -1.475486613,      -1.550165725,       2.188281648,      -11.86980616,   9.338113451e-08,   4.718646052e-06,       7.266786794,       7.266786794,       7.266786794,       458.4520931
          60,      0.2095701638,      -3.442090476,      -1.475187809,      -1.559048444,       2.185596158,      -11.87027218,   9.434541215e-08,   4.767542176e-06,       7.339454662,       7.339454662,       7.339454662,       458.4520931
          61,      0.2108132859,      -3.443718961,      -1.474893048,      -1.569538043,       2.183971096,      -11.87048033,   9.532140978e-08,   4.816779264e-06,       7.412849209,       7.412849209,       7.412849209,       458.4520931
          62,      0.2119897653,      -3.444675982,      -1.474517356,      -1.581430078,       2.183018058,      -11.87048691,   9.630854532e-08,   4.866328135e-06,       7.486977701,       7.486977701,       7.486977701,       458.4520931
          63,       0.213239095,      -3.445330028,       -1.47398098,      -1.594524478,       2.182368217,      -11.87036123,   9.730613431e-08,   4.916161125e-06,       7.561847478,       7.561847478,       7.561847478,       458.4520931
          64,      0.2131825711,      -3.446005815,      -1.473216033,      -1.608625991,       2.181696595,      -11.87019286,   9.831342672e-08,   4.966253468e-06,       7.637465953,       7.637465953,       7.637465953,       458.4520931
          65,      0.2138253191,      -3.446974436,      -1.472171906,      -1.623538046,       2.180731927,      -11.87000946,   9.932964793e-08,   5.016584758e-06,       7.713840612,       7.713840612,       7.713840612,       458.4520931
          66,       0.214734841,      -3.448453312,      -1.470819165,      -1.639052234,       2.179256698,      -11.86982637,   1.003540405e-07,   5.067140387e-06,       7.790979018,       7.790979018,       7.790979018,       458.4520931
          67,      0.2154632806,      -3.450610862,      -1.469151171,      -1.654936299,       2.177102463,      -11.86964477,   1.013859031e-07,   5.117912795e-06,       7.868888809,       7.868888809,       7.868888809,       458.4520931
          68,      0.2158840544,       -3.45357192,      -1.467184125,      -1.670925353,       2.174144419,      -11.86947479,   1.024246241e-07,    5.16890238e-06,       7.947577697,       7.947577697,       7.947577697,       458.4520931
          69,      0.2163891311,      -3.457421509,      -1.464955108,      -1.686720684,       2.170297612,      -11.86934419,   1.034697075e-07,   5.220117985e-06,       8.027053474,       8.027053474,       8.027053474,       458.4520931
          70,      0.2170996263,      -3.462205947,      -1.462519083,      -1.702000966,       2.165515827,      -11.86926386,   1.045207898e-07,   5.271576865e-06,       8.107324008,       8.107324008,       8.107324008,       458.4520931
          71,      0.2186953136,      -3.467931239,      -1.459944786,      -1.716447747,       2.159793186,       -11.8692319,    1.05577649e-07,   5.323304179e-06,       8.188397248,       8.188397248,       8.188397248,       458.4520931
          72,      0.2189596718,      -3.474559438,      -1.457310657,      -1.729784121,       2.153167782,      -11.86921949,   1.066402047e-07,   5.375332112e-06,       8.270281221,       8.270281221,       8.270281221,       458.4520931
          73,      0.2205702541,      -3.482004022,       -1.45470083,       -1.74181951,       2.145726292,      -11.86920383,   1.077054993e-07,   5.427698532e-06,       8.352984033,       8.352984033,       8.352984033,       458.4520931
          74,      0.2241634397,      -3.490125785,      -1.452200895,      -1.752489391,       2.137608081,       -11.8691621,   1.087711454e-07,   5.480445325e-06,       8.436513873,       8.436513873,       8.436513873,       458.4520931
          75,      0.2293396812,      -3.498731137,      -1.449894318,      -1.761877433,       2.129006892,       -11.8690662,   1.098437535e-07,   5.533616648e-06,       8.520879012,       8.520879012,       8.520879012,       458.4520931
          76,      0.2355366065,      -3.507575002,      -1.447859582,      -1.770211676,       2.120167933,       -11.8688935,   1.109238599e-07,   5.587257162e-06,       8.606087802,       8.606087802,       8.606087802,       458.4520931
          77,      0.2403370681,      -3.516370543,      -1.446167486,      -1.777833823,       2.111378128,      -11.86862149,   1.120120443e-07,   5.641410295e-06,        8.69214868,        8.69214868,        8.69214868,       458.4520931
          78,      0.2427575596,      -3.524807408,      -1.444878948,      -1.785148458,       2.102947854,      -11.86824491,   1.131089155e-07,    5.69611663e-06,       8.779070167,       8.779070167,       8.779070167,       458.4520931
          79,      0.2427935559,      -3.532578652,      -1.444043034,       -1.79256382,       2.095183992,      -11.86776971,   1.142150969e-07,   5.751412492e-06,       8.866860869,       8.866860869,       8.866860869,       458.4520931
          80,      0.2430589825,      -3.539414037,      -1.443695576,      -1.800434982,       2.088356614,      -11.86720402,   1.153312132e-07,   5.807328754e-06,       8.955529477,       8.955529477,       8.955529477,       458.4520931
          81,      0.2444414339,      -3.545114324,      -1.443858168,      -1.809016678,       2.082664697,      -11.86655572,   1.164578776e-07,   5.863889939e-06,       9.045084772,       9.045084772,       9.045084772,       458.4520931
          82,      0.2450944576,      -3.549579155,      -1.444537516,      -1.818429172,       2.078208257,      -11.86584437,   1.175956783e-07,   5.921113589e-06,        9.13553562,        9.13553562,        9.13553562,       458.4520931
          83,      0.2457012042,      -3.552821403,      -1.445725407,      -1.828638251,       2.074974042,      -11.86510663,   1.187451667e-07,   5.979009966e-06,       9.226890976,       9.226890976,       9.226890976,       458.4520931
          84,      0.2456093267,      -3.554964014,      -1.447398955,      -1.839451025,       2.072838745,      -11.86437798,   1.199068448e-07,   6.037582051e-06,       9.319159886,       9.319159886,       9.319159886,       458.4520931
          85,      0.2463082663,      -3.556220244,      -1.449521306,      -1.850529862,       2.071588802,      -11.86368416,   1.210811551e-07,    6.09682584e-06,       9.412351485,       9.412351485,       9.412351485,       458.4520931
          86,      0.2459990463,      -3.556862892,      -1.452042495,      -1.861428929,       2.070951199,      -11.86306506,   1.222684711e-07,   6.156730953e-06,          9.506475,          9.506475,          9.506475,       458.4520931
          87,      0.2463934492,      -3.557189932,       -1.45490091,      -1.871654782,       2.070627847,       -11.8625592,   1.234690913e-07,   6.217281512e-06,        9.60153975,        9.60153975,        9.60153975,       458.4520931
          88,      0.2471188672,      -3.557493514,      -1.458024715,      -1.880747996,       2.070326581,      -11.86219152,   1.246832349e-07,   6.278457246e-06,       9.697555147,       9.697555147,       9.697555147,       458.4520931
          89,      0.2469935844,      -3.558036084,       -1.46133448,      -1.888371851,       2.069785015,      -11.86198326,   1.259110416e-07,   6.340234791e-06,       9.794530699,       9.794530699,       9.794530699,       458.4520931
          90,      0.2467224873,      -3.559034353,       -1.46474648,       -1.89438673,       2.068786564,      -11.86194222,   1.271525748e-07,   6.402589123e-06,       9.892476006,       9.892476006,       9.892476006,       458.4520931
          91,      0.2469140073,      -3.560649696,      -1.468177788,      -1.898888357,       2.067170018,      -11.86207862,   1.284078286e-07,   6.465495049e-06,       9.991400766,       9.991400766,       9.991400766,       458.4520931
          92,      0.2465572579,      -3.562982179,      -1.471552726,      -1.902198192,       2.064835508,       -11.8623934,   1.296767378e-07,    6.52892869e-06,       10.09131477,       10.09131477,       10.09131477,       458.4520931
          93,      0.2456408951,      -3.566065603,      -1.474810702,      -1.904812666,       2.061749445,      -11.86287358,   1.309591913e-07,   6.592868869e-06,       10.19222792,       10.19222792,       10.19222792,       458.4520931
          94,      0.2447651189,       -3.56986193,      -1.477915193,      -1.907330462,       2.057950093,      -11.86349499,   1.322550473e-07,   6.657298338e-06,        10.2941502,        10.2941502,        10.2941502,       458.4520931
          95,      0.2450742438,      -3.574254998,      -1.480862055,      -1.910380886,       2.053553843,      -11.86423458,   1.335641505e-07,   6.722204742e-06,        10.3970917,        10.3970917,        10.3970917,       458.4520931
          96,      0.2445923147,      -3.579045054,      -1.483686059,       -1.91456908,       2.048760686,      -11.86506913,   1.348863482e-07,   6.787581296e-06,       10.50106262,       10.50106262,       10.50106262,       458.4520931
          97,      0.2441351343,      -3.583947404,      -1.486462129,      -1.920442484,       2.043855539,       -11.8659679,   1.362215069e-07,   6.853427103e-06,       10.60607325,       10.60607325,       10.60607325,       458.4520931
          98,       0.243755833,      -3.588599961,      -1.489300545,       -1.92847616,       2.039200697,      -11.86689357,   1.375695263e-07,    6.91974712e-06,       10.71213398,       10.71213398,       10.71213398,       458.4520931
          99,       0.243358877,      -3.592584552,      -1.492345544,      -1.939070022,       2.035214497,      -11.86776121,   1.389303503e-07,   6.986551776e-06,       10.81925532,       10.81925532,       10.81925532,       458.4520931
         100,      0.2429629935,      -3.595465445,      -1.495762779,      -1.952549623,       2.032332761,      -11.86848762,   1.403039746e-07,   7.053856271e-06,       10.92744787,       10.92744787,       10.92744787,       458.4520931
         101,      0.2424118315,      -3.596843645,      -1.499726137,      -1.969164011,       2.030954481,      -11.86901685,   1.416904507e-07,   7.121679642e-06,       11.03672235,       11.03672235,       11.03672235,       458.4520931
         102,      0.2416094356,      -3.596418877,      -1.504403433,      -1.989072295,       2.031379822,      -11.86931147,   1.430898851e-07,   7.190043652e-06,       11.14708957,       11.14708957,       11.14708957,       458.4520931
         103,      0.2408266895,       -3.59404449,      -1.509943103,      -2.012310838,       2.033755228,      -11.86935042,   1.445024347e-07,   7.258971614e-06,       11.25856047,       11.25856047,       11.25856047,       458.4520931
         104,       0.239771563,      -3.589759084,      -1.516462495,      -2.038730062,       2.038041842,       -11.8691238,   1.459282989e-07,   7.328487236e-06,       11.37114607,       11.37114607,       11.37114607,       458.4520931
         105,      0.2395692432,      -3.583784192,      -1.524038243,      -2.067888536,       2.044017869,      -11.86865121,   1.473677083e-07,   7.398613587e-06,       11.48485753,       11.48485753,       11.48485753,       458.4520931
         106,      0.2390918738,      -3.576488521,      -1.532698799,      -2.098895691,       2.051314395,       -11.8679855,   1.488209116e-07,   7.469372257e-06,       11.59970611,       11.59970611,       11.59970611,       458.4520931
         107,      0.2390203213,      -3.568329991,      -1.542419269,      -2.130218909,       2.059473375,      -11.86715757,    1.50288162e-07,   7.540782782e-06,       11.71570317,       11.71570317,       11.71570317,       458.4520931
         108,      0.2383172208,       -3.55979158,      -1.553119449,      -2.159537927,       2.068011796,      -11.86621111,   1.517697029e-07,   7.612862364e-06,        11.8328602,        11.8328602,        11.8328602,       458.4520931
         109,       0.238102035,      -3.551324509,      -1.564666105,      -2.183846749,       2.076478475,      -11.86516424,   1.532657554e-07,   7.685625896e-06,        11.9511888,        11.9511888,        11.9511888,       458.4520931
         110,      0.2377302217,      -3.543306072,      -1.576880867,      -2.200066903,       2.084496203,       -11.8640543,   1.547765077e-07,   7.759086291e-06,       12.07070069,       12.07070069,       12.07070069,       458.4520931
         111,      0.2372104325,       -3.53601302,      -1.589555421,      -2.206177865,       2.091788332,      -11.86290879,   1.563021074e-07,   7.833255046e-06,        12.1914077,        12.1914077,        12.1914077,       458.4520931
         112,      0.2364279593,      -3.529608297,      -1.602475942,      -2.202243341,       2.098192012,      -11.86174267,   1.578426571e-07,    7.90814302e-06,       12.31332178,       12.31332178,       12.31332178,       458.4520931
         113,      0.2355857323,         -3.524138,      -1.615455256,      -2.190472676,       2.103661211,      -11.86056152,   1.593982133e-07,    7.98376129e-06,       12.43645499,       12.43645499,       12.43645499,       458.4520931
         114,      0.2351121558,      -3.519536544,      -1.628370086,      -2.174260427,       2.108261544,      -11.85934725,   1.609687887e-07,   8.060122056e-06,       12.56081954,       12.56081954,       12.56081954,       458.4520931
         115,      0.2345639039,      -3.515640287,      -1.641195384,      -2.157029433,       2.112156636,       -11.8580615,   1.625543575e-07,   8.137239462e-06,       12.68642774,       12.68642774,       12.68642774,       458.4520931
         116,      0.2337044265,      -3.512210545,      -1.654027622,      -2.141560735,       2.115585115,      -11.85666067,   1.641548633e-07,   8.215130269e-06,       12.81329202,       12.81329202,       12.81329202,       458.4520931
         117,      0.2328639082,      -3.508967294,       -1.66708844,      -2.129854773,       2.118826915,      -11.85509764,   1.657702278e-07,   8.293814298e-06,       12.94142494,       12.94142494,       12.94142494,       458.4520931
         118,      0.2319646527,      -3.505632876,      -1.680703591,      -2.123266423,       2.122159595,      -11.85341072,   1.674003611e-07,   8.373314614e-06,       13.07083919,       13.07083919,       13.07083919,       458.4520931
         119,      0.2316035359,      -3.501980919,       -1.69525688,        -2.1227021,       2.125809434,      -11.85165547,   1.690451714e-07,   8.453657404e-06,       13.20154758,       13.20154758,       13.20154758,       458.4520931
         120,      0.2312659665,      -3.497881498,       -1.71112416,      -2.128782894,       2.129906301,      -11.84979751,    1.70704574e-07,    8.53487157e-06,       13.33356305,       13.33356305,       13.33356305,       458.4520931
         121,      0.2325686561,      -3.493332446,      -1.728591887,      -2.141945602,       2.134452344,      -11.84787027,   1.723784994e-07,   8.616988061e-06,       13.46689868,       13.46689868,       13.46689868,       458.4520931
         122,      0.2317698728,       -2.78607595,     -0.8560539992,      -2.162472294,       2.841743866,      -11.77980225,   1.740668985e-07,    8.70003899e-06,       13.60156767,       13.60156767,       13.60156767,       458.4520931
         123,      0.2309522004,       -2.90054422,     -0.9728206694,      -2.125428046,       2.727267171,      -11.82908991,   1.757697477e-07,   8.784056608e-06,       13.73758335,       13.73758335,       13.73758335,       458.4520931
         124,      0.2302624024,      -3.259785525,      -1.375902314,      -2.182785939,        2.36796333,      -11.83348201,   1.774870499e-07,   8.869072229e-06,       13.87495918,       13.87495918,       13.87495918,       458.4520931
         125,      0.2294091355,      -2.806512479,      -0.876520637,      -2.213086566,       2.821305854,      -11.79983667,   1.792188362e-07,   8.955115189e-06,       14.01370877,       14.01370877,       14.01370877,       458.4520931
         126,      0.2288836404,      -2.898445324,     -0.9698259961,      -2.244811284,       2.729365995,      -11.82645731,   1.809651654e-07,   9.042211834e-06,       14.15384586,       14.15384586,       14.15384586,       458.4520931
         127,      0.2286120085,      -3.264972408,      -1.380715343,      -2.282301329,       2.362770322,        -11.829086,   1.827261229e-07,   9.130384708e-06,       14.29538432,       14.29538432,       14.29538432,       458.4520931
         128,      0.2282694945,       -2.79149157,     -0.8588450247,      -2.285274494,        2.83632437,       -11.8030022,     1.8450182e-07,    9.21965205e-06,       14.43833816,       14.43833816,       14.43833816,       458.4520931
         129,      0.2279957491,      -2.896280287,     -0.9663524715,      -2.350034973,       2.731535954,      -11.82755861,    1.86292393e-07,   9.310027325e-06,       14.58272154,       14.58272154,       14.58272154,       458.4520931
         130,      0.2276929767,      -3.278398531,      -1.399948255,      -2.412827482,       2.349342445,      -11.83041417,   1.880951844e-07,   9.401519145e-06,       14.72854876,       14.72854876,       14.72854876,       458.4520931
         131,      0.2276550187,      -2.791813665,     -0.8570463588,      -2.391319361,       2.836004404,       -11.8087714,   1.899123716e-07,   9.494131438e-06,       14.87583425,       14.87583425,       14.87583425,       458.4520931
         132,      0.2269974625,      -2.906813106,     -0.9762819078,      -2.405690007,       2.721012794,      -11.83150614,   1.917454082e-07,   9.587863692e-06,       15.02459259,       15.02459259,       15.02459259,       458.4520931
         133,      0.2264357275,      -3.299552884,      -1.428794406,      -2.476818388,       2.328190599,      -11.83585002,   1.935946106e-07,   9.682711476e-06,       15.17483852,       15.17483852,       15.17483852,       458.4520931
         134,      0.2260899139,      -2.806498504,     -0.8697576483,      -2.426909153,       2.821325225,      -11.81827087,   1.954603152e-07,   9.778667021e-06,        15.3265869,        15.3265869,        15.3265869,       458.4520931
         135,      0.2255229652,      -2.929182095,     -0.9975436645,      -2.403987231,        2.69865807,      -11.83895645,   1.973428786e-07,   9.875719892e-06,       15.47985277,       15.47985277,       15.47985277,       458.4520931
         136,      0.2250871559,      -3.329187506,      -1.458796304,      -2.449778236,       2.298563834,      -11.84453784,   1.992426783e-07,   9.973857735e-06,        15.6346513,        15.6346513,        15.6346513,       458.4520931
         137,      0.2248630828,      -3.463976881,      -1.684235164,      -2.408663826,       2.163765322,      -11.85106855,   2.011601123e-07,   1.007306687e-05,       15.79099781,       15.79099781,       15.79099781,       458.4520931
         138,      0.2243631974,      -3.497022102,      -1.741417555,      -2.394960252,       2.130719313,      -11.85640257,   2.030955987e-07,     1.0173333e-05,       15.94890779,       15.94890779,       15.94890779,       458.4520931
         139,      0.2241348244,      -3.513366134,      -1.756754737,      -2.400686322,       2.114374585,       -11.8609177,   2.050495744e-07,   1.027464169e-05,       16.10839687,       16.10839687,       16.10839687,       458.4520931
         140,      0.2238004178,      -3.526512622,      -1.762322556,      -2.413930443,        2.10122765,      -11.86480107,   2.070224949e-07,   1.037697892e-05,       16.26948084,       16.26948084,       16.26948084,       458.4520931
