"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,      "Avg_c"     
        4324,      0.1529259469,      -7.109241929,      -4.477230713,      -5.425138998,      -1.483835232,      -10.41728697,   4.102665831e-07,    2.03239505e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4325,      0.1529225226,      -7.109236734,      -4.477287529,       -5.42521962,      -1.483830136,       -10.4173734,   4.102665682e-07,   2.032393964e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4326,      0.1529207821,       -7.10923158,      -4.477344391,      -5.425300137,      -1.483825081,      -10.41745984,   4.102665534e-07,   2.032392879e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4327,       0.152917347,      -7.109226459,      -4.477401299,      -5.425380548,      -1.483820059,      -10.41754631,   4.102665385e-07,   2.032391793e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4328,      0.1529108105,      -7.109221384,      -4.477458253,      -5.425460854,      -1.483815083,      -10.41763279,   4.102665236e-07,   2.032390708e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4329,      0.1529091951,      -7.109216363,      -4.477515253,      -5.425541055,      -1.483810162,      -10.41771929,   4.102665088e-07,   2.032389622e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4330,      0.1529048345,      -7.109211372,        -4.4775723,      -5.425621151,      -1.483805269,      -10.41780581,   4.102664939e-07,   2.032388536e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4331,      0.1528988475,      -7.109206412,      -4.477629392,      -5.425701143,      -1.483800408,      -10.41789235,    4.10266479e-07,   2.032387451e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4332,      0.1528948054,      -7.109201511,       -4.47768653,      -5.425781031,      -1.483795605,      -10.41797891,   4.102664642e-07,   2.032386365e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4333,      0.1528892452,      -7.109196636,      -4.477743715,      -5.425860815,      -1.483790828,      -10.41806549,   4.102664493e-07,    2.03238528e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4334,      0.1528876387,      -7.109191825,      -4.477800946,      -5.425940495,      -1.483786116,      -10.41815209,   4.102664344e-07,   2.032384194e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4335,      0.1528872801,      -7.109187043,      -4.477858223,      -5.426020072,      -1.483781431,      -10.41823871,   4.102664196e-07,   2.032383109e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4336,      0.1528845404,      -7.109182305,      -4.477915546,      -5.426099545,      -1.483776792,      -10.41832535,   4.102664047e-07,   2.032382023e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4337,      0.1528818131,      -7.109177602,      -4.477972914,      -5.426178915,      -1.483772186,        -10.418412,   4.102663898e-07,   2.032380938e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4338,      0.1528838695,      -7.109172937,      -4.478030329,      -5.426258183,      -1.483767619,      -10.41849868,   4.102663749e-07,   2.032379852e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4339,      0.1528849188,      -7.109168323,       -4.47808779,      -5.426337348,      -1.483763102,      -10.41858538,   4.102663601e-07,   2.032378767e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4340,       0.152880454,      -7.109163742,      -4.478145297,       -5.42641641,      -1.483758618,       -10.4186721,   4.102663452e-07,   2.032377681e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4341,       0.152883004,      -7.109159217,       -4.47820285,      -5.426495371,      -1.483754191,      -10.41875884,   4.102663303e-07,   2.032376596e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4342,      0.1528781337,      -7.109154708,      -4.478260449,      -5.426574229,      -1.483749779,       -10.4188456,   4.102663154e-07,   2.032375511e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4343,      0.1528766826,       -7.10915027,      -4.478318094,      -5.426652986,      -1.483745437,      -10.41893238,   4.102663006e-07,   2.032374425e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4344,      0.1528714814,      -7.109145854,      -4.478375785,      -5.426731642,      -1.483741118,      -10.41901918,   4.102662857e-07,    2.03237334e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4345,      0.1528735261,       -7.10914148,      -4.478433522,      -5.426810196,      -1.483736841,      -10.41910601,   4.102662708e-07,   2.032372254e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4346,       0.152872439,      -7.109137147,      -4.478491305,       -5.42688865,      -1.483732605,      -10.41919285,   4.102662559e-07,   2.032371169e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4347,      0.1528707383,      -7.109132861,      -4.478549134,      -5.426967003,      -1.483728415,      -10.41927972,   4.102662411e-07,   2.032370084e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4348,      0.1528670865,      -7.109128612,      -4.478607009,      -5.427045255,      -1.483724262,       -10.4193666,   4.102662262e-07,   2.032368998e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4349,      0.1528630247,      -7.109124402,       -4.47866493,      -5.427123408,      -1.483720149,      -10.41945351,   4.102662113e-07,   2.032367913e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4350,      0.1528596398,      -7.109120231,      -4.478722896,       -5.42720146,      -1.483716074,      -10.41954044,   4.102661964e-07,   2.032366828e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4351,       0.152854519,      -7.109116105,      -4.478780909,      -5.427279413,      -1.483712044,      -10.41962739,   4.102661816e-07,   2.032365742e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4352,      0.1528496596,      -7.109112019,      -4.478838967,      -5.427357266,      -1.483708054,      -10.41971437,   4.102661667e-07,   2.032364657e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4353,      0.1528505411,      -7.109107978,      -4.478897071,      -5.427435021,      -1.483704108,      -10.41980136,   4.102661518e-07,   2.032363572e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4354,      0.1528453806,      -7.109103971,      -4.478955221,      -5.427512676,      -1.483700196,      -10.41988838,   4.102661369e-07,   2.032362486e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4355,      0.1528431327,      -7.109099994,      -4.479013417,      -5.427590232,      -1.483696315,      -10.41997542,    4.10266122e-07,   2.032361401e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4356,      0.1528375184,      -7.109096073,      -4.479071658,       -5.42766769,      -1.483692489,      -10.42006249,   4.102661072e-07,   2.032360316e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4357,       0.152832654,      -7.109092195,      -4.479129946,       -5.42774505,      -1.483688707,      -10.42014957,   4.102660923e-07,   2.032359231e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4358,      0.1528292118,      -7.109088336,      -4.479188278,      -5.427822312,      -1.483684942,      -10.42023669,   4.102660774e-07,   2.032358145e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4359,      0.1528257461,      -7.109084541,      -4.479246657,      -5.427899476,      -1.483681243,      -10.42032382,   4.102660625e-07,    2.03235706e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4360,      0.1528223895,      -7.109080773,      -4.479305081,      -5.427976542,      -1.483677569,      -10.42041098,   4.102660476e-07,   2.032355975e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4361,       0.152825573,      -7.109077044,      -4.479363551,      -5.428053511,      -1.483673935,      -10.42049816,   4.102660327e-07,    2.03235489e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4362,       0.152820971,       -7.10907336,      -4.479422066,      -5.428130383,      -1.483670345,      -10.42058536,   4.102660178e-07,   2.032353805e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4363,      0.1528173816,      -7.109069712,      -4.479480627,      -5.428207158,      -1.483666792,      -10.42067259,    4.10266003e-07,   2.032352719e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4364,      0.1528106186,      -7.109066105,      -4.479539233,      -5.428283837,      -1.483663278,      -10.42075984,   4.102659881e-07,   2.032351634e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4365,      0.1528102471,      -7.109062536,      -4.479597885,      -5.428360419,      -1.483659804,      -10.42084712,   4.102659732e-07,   2.032350549e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4366,      0.1528060722,      -7.109059013,      -4.479656582,      -5.428436905,      -1.483656375,      -10.42093442,   4.102659583e-07,   2.032349464e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4367,      0.1528030515,      -7.109055534,      -4.479715326,      -5.428513295,       -1.48365299,      -10.42102174,   4.102659434e-07,   2.032348379e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4368,       0.152806754,      -7.109052067,      -4.479774113,       -5.42858959,      -1.483649616,      -10.42110909,   4.102659285e-07,   2.032347294e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4369,      0.1528057463,      -7.109048661,      -4.479832947,      -5.428665789,      -1.483646304,      -10.42119647,   4.102659136e-07,   2.032346209e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4370,      0.1528019133,      -7.109045293,      -4.479891826,      -5.428741893,      -1.483643029,      -10.42128386,   4.102658987e-07,   2.032345124e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4371,      0.1528028173,      -7.109041963,       -4.47995075,      -5.428817902,      -1.483639793,      -10.42137129,   4.102658839e-07,   2.032344039e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4372,      0.1527995272,      -7.109038666,      -4.480009719,      -5.428893816,      -1.483636589,      -10.42145874,    4.10265869e-07,   2.032342954e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4373,      0.1527954684,      -7.109035424,      -4.480068734,      -5.428969635,       -1.48363344,      -10.42154621,   4.102658541e-07,   2.032341869e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4374,      0.1527915267,      -7.109032201,      -4.480127793,       -5.42904536,       -1.48363031,      -10.42163371,   4.102658392e-07,   2.032340784e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4375,      0.1527899699,      -7.109029023,      -4.480186898,      -5.429120992,      -1.483627226,      -10.42172123,   4.102658243e-07,   2.032339699e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4376,      0.1527838974,      -7.109025881,      -4.480246048,      -5.429196529,      -1.483624176,      -10.42180878,   4.102658094e-07,   2.032338615e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4377,      0.1527795672,       -7.10902278,      -4.480305242,      -5.429271973,      -1.483621167,      -10.42189636,   4.102657945e-07,    2.03233753e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4378,      0.1527774708,      -7.109019732,      -4.480364483,      -5.429347323,      -1.483618212,      -10.42198396,   4.102657796e-07,   2.032336445e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4379,      0.1527756813,      -7.109016709,      -4.480423768,      -5.429422581,      -1.483615281,      -10.42207159,   4.102657647e-07,    2.03233536e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4380,      0.1527723946,      -7.109013718,      -4.480483097,      -5.429497745,      -1.483612383,      -10.42215924,   4.102657498e-07,   2.032334275e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4381,      0.1527775225,      -7.109010772,      -4.480542471,      -5.429572817,      -1.483609529,      -10.42224692,   4.102657349e-07,   2.032333191e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4382,      0.1527818267,      -7.109007867,      -4.480601891,      -5.429647796,      -1.483606716,      -10.42233463,     4.1026572e-07,   2.032332106e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4383,       0.152812158,      -7.109005002,      -4.480661355,      -5.429722683,      -1.483603942,      -10.42242236,   4.102657051e-07,   2.032331021e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4384,      0.1528116563,      -7.109002168,      -4.480720864,      -5.429797478,        -1.4836012,      -10.42251012,   4.102656902e-07,   2.032329936e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4385,      0.1528087622,      -7.108999374,      -4.480780418,      -5.429872181,      -1.483598498,      -10.42259791,   4.102656753e-07,   2.032328852e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4386,      0.1528054644,      -7.108996626,      -4.480840016,      -5.429946793,      -1.483595841,      -10.42268572,   4.102656604e-07,   2.032327767e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4387,      0.1528052037,      -7.108993891,      -4.480899658,      -5.430021313,      -1.483593198,      -10.42277357,   4.102656455e-07,   2.032326683e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4388,      0.1528003985,      -7.108991231,      -4.480959347,      -5.430095742,      -1.483590629,      -10.42286144,   4.102656306e-07,   2.032325598e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4389,      0.1527937603,      -7.108988576,      -4.481019078,      -5.430170081,      -1.483588065,      -10.42294934,   4.102656157e-07,   2.032324513e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4390,       0.152789745,      -7.108985974,      -4.481078855,      -5.430244328,      -1.483585554,      -10.42303726,   4.102656008e-07,   2.032323429e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4391,      0.1527862685,      -7.108983404,      -4.481138675,      -5.430318486,      -1.483583075,      -10.42312521,   4.102655859e-07,   2.032322344e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4392,      0.1527873352,      -7.108980884,      -4.481198541,      -5.430392553,      -1.483580645,       -10.4232132,    4.10265571e-07,    2.03232126e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4393,      0.1527814207,      -7.108978375,      -4.481258451,      -5.430466531,      -1.483578227,      -10.42330121,   4.102655561e-07,   2.032320176e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4394,      0.1527782716,      -7.108975926,      -4.481318405,      -5.430540419,      -1.483575868,      -10.42338924,   4.102655412e-07,   2.032319091e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4395,      0.1527727919,      -7.108973505,      -4.481378404,      -5.430614217,      -1.483573537,      -10.42347731,   4.102655263e-07,   2.032318007e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4396,      0.1527720153,      -7.108971125,      -4.481438446,      -5.430687925,      -1.483571248,      -10.42356541,   4.102655114e-07,   2.032316922e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4397,      0.1527655759,      -7.108968779,      -4.481498533,      -5.430761545,      -1.483568993,      -10.42365353,   4.102654965e-07,   2.032315838e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4398,      0.1527604451,      -7.108966477,      -4.481558664,      -5.430835075,       -1.48356678,      -10.42374168,   4.102654816e-07,   2.032314754e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4399,      0.1527536977,      -7.108964211,       -4.48161884,      -5.430908517,      -1.483564604,      -10.42382987,   4.102654667e-07,    2.03231367e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4400,      0.1527631235,      -7.108961963,      -4.481679058,       -5.43098187,      -1.483562446,      -10.42391808,   4.102654518e-07,   2.032312585e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4401,      0.1527661948,      -7.108959769,      -4.481739321,      -5.431055135,      -1.483560342,      -10.42400632,   4.102654369e-07,   2.032311501e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4402,      0.1527673893,      -7.108957608,      -4.481799629,      -5.431128313,       -1.48355827,      -10.42409459,    4.10265422e-07,   2.032310417e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4403,      0.1527646167,      -7.108955487,       -4.48185998,      -5.431201403,      -1.483556239,       -10.4241829,   4.102654071e-07,   2.032309333e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4404,      0.1527624505,      -7.108953393,      -4.481920374,      -5.431274405,      -1.483554234,      -10.42427123,   4.102653922e-07,   2.032308249e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4405,      0.1527568086,      -7.108951348,      -4.481980813,       -5.43134732,      -1.483552278,      -10.42435959,   4.102653773e-07,   2.032307165e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4406,      0.1527504229,      -7.108949322,      -4.482041295,      -5.431420148,      -1.483550341,      -10.42444798,   4.102653623e-07,   2.032306081e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4407,      0.1527446073,      -7.108947351,      -4.482101822,      -5.431492889,      -1.483548459,      -10.42453641,   4.102653474e-07,   2.032304997e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4408,      0.1527402989,      -7.108945394,      -4.482162391,      -5.431565544,      -1.483546591,      -10.42462486,   4.102653325e-07,   2.032303913e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4409,      0.1527363205,      -7.108943492,      -4.482223005,      -5.431638112,      -1.483544777,      -10.42471335,   4.102653176e-07,   2.032302829e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4410,      0.1527385089,      -7.108941619,      -4.482283662,      -5.431710593,      -1.483542993,      -10.42480187,   4.102653027e-07,   2.032301745e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4411,      0.1527360505,      -7.108939782,      -4.482344363,       -5.43178299,      -1.483541244,      -10.42489042,   4.102652878e-07,   2.032300661e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4412,      0.1527320903,      -7.108937976,      -4.482405107,        -5.4318553,      -1.483539526,        -10.424979,   4.102652729e-07,   2.032299577e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4413,      0.1527266318,      -7.108936212,      -4.482465895,      -5.431927525,      -1.483537851,      -10.42506761,    4.10265258e-07,   2.032298493e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4414,      0.1527241735,      -7.108934487,      -4.482526726,      -5.431999664,      -1.483536214,      -10.42515626,   4.102652431e-07,    2.03229741e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4415,      0.1527237194,      -7.108932788,      -4.482587601,      -5.432071719,      -1.483534603,      -10.42524493,   4.102652281e-07,   2.032296326e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4416,       0.152719601,      -7.108931122,      -4.482648519,      -5.432143689,      -1.483533024,      -10.42533364,   4.102652132e-07,   2.032295242e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4417,      0.1527175076,      -7.108929496,       -4.48270948,      -5.432215574,      -1.483531486,      -10.42542238,   4.102651983e-07,   2.032294159e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4418,       0.152714988,      -7.108927911,      -4.482770486,      -5.432287375,      -1.483529989,      -10.42551116,   4.102651834e-07,   2.032293075e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4419,      0.1527093353,       -7.10892636,      -4.482831534,      -5.432359091,      -1.483528525,      -10.42559997,   4.102651685e-07,   2.032291991e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4420,      0.1527050933,       -7.10892484,      -4.482892626,      -5.432430724,      -1.483527093,      -10.42568881,   4.102651536e-07,   2.032290908e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4421,      0.1527106733,      -7.108923344,       -4.48295376,      -5.432502272,      -1.483525684,      -10.42577769,   4.102651387e-07,   2.032289824e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4422,      0.1527070169,      -7.108921906,      -4.483014939,      -5.432573738,      -1.483524333,      -10.42586659,   4.102651237e-07,   2.032288741e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4423,      0.1527004863,      -7.108920494,       -4.48307616,      -5.432645119,      -1.483523008,      -10.42595554,   4.102651088e-07,   2.032287657e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4424,      0.1526934781,      -7.108919111,      -4.483137424,      -5.432716418,      -1.483521711,      -10.42604451,   4.102650939e-07,   2.032286574e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4425,        0.15269247,       -7.10891776,      -4.483198732,      -5.432787634,      -1.483520448,      -10.42613352,    4.10265079e-07,   2.032285491e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4426,      0.1526915522,      -7.108916443,      -4.483260082,      -5.432858767,      -1.483519217,      -10.42622257,   4.102650641e-07,   2.032284407e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4427,      0.1526888157,      -7.108915185,      -4.483321477,      -5.432929817,      -1.483518046,      -10.42631165,   4.102650491e-07,   2.032283324e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4428,      0.1526900912,      -7.108913934,      -4.483382913,      -5.433000786,      -1.483516881,      -10.42640076,   4.102650342e-07,   2.032282241e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4429,      0.1526866295,       -7.10891272,      -4.483444392,      -5.433071672,      -1.483515753,      -10.42648991,   4.102650193e-07,   2.032281158e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4430,      0.1526805304,      -7.108911562,      -4.483505916,      -5.433142477,      -1.483514682,      -10.42657909,   4.102650044e-07,   2.032280074e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4431,       0.152678808,      -7.108910417,      -4.483567481,        -5.4332132,      -1.483513622,      -10.42666832,   4.102649895e-07,   2.032278991e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4432,      0.1526736918,      -7.108909311,       -4.48362909,      -5.433283841,      -1.483512602,      -10.42675757,   4.102649745e-07,   2.032277908e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4433,      0.1526692349,      -7.108908244,      -4.483690741,      -5.433354402,      -1.483511621,      -10.42684686,   4.102649596e-07,   2.032276825e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4434,      0.1526670514,      -7.108907215,      -4.483752436,      -5.433424882,      -1.483510678,      -10.42693619,   4.102649447e-07,   2.032275742e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4435,      0.1526649496,      -7.108906202,      -4.483814173,      -5.433495281,       -1.48350975,      -10.42702556,   4.102649298e-07,   2.032274659e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4436,      0.1526683208,      -7.108905236,      -4.483875953,      -5.433565599,      -1.483508869,      -10.42711496,   4.102649148e-07,   2.032273576e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4437,       0.152667569,        -7.1089043,      -4.483937775,      -5.433635838,      -1.483508018,       -10.4272044,   4.102648999e-07,   2.032272493e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4438,      0.1526640471,      -7.108903409,      -4.483999641,      -5.433705996,      -1.483507212,      -10.42729388,    4.10264885e-07,   2.032271411e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4439,      0.1526636851,      -7.108902541,       -4.48406155,      -5.433776074,       -1.48350643,      -10.42738339,   4.102648701e-07,   2.032270328e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4440,      0.1526633168,      -7.108901698,        -4.4841235,      -5.433846073,      -1.483505671,      -10.42747294,   4.102648552e-07,   2.032269245e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4441,      0.1526672355,      -7.108900893,      -4.484185493,      -5.433915993,      -1.483504951,      -10.42756253,   4.102648402e-07,   2.032268162e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4442,      0.1526605972,       -7.10890013,       -4.48424753,      -5.433985833,      -1.483504273,      -10.42765216,   4.102648253e-07,    2.03226708e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4443,      0.1526604973,      -7.108899392,      -4.484309608,      -5.434055595,       -1.48350362,      -10.42774182,   4.102648104e-07,   2.032265997e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4444,      0.1526575328,      -7.108898703,       -4.48437173,      -5.434125277,      -1.483503016,      -10.42783153,   4.102647954e-07,   2.032264915e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4445,      0.1526567387,      -7.108898021,      -4.484433893,      -5.434194881,      -1.483502417,      -10.42792127,   4.102647805e-07,   2.032263832e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4446,      0.1526531571,      -7.108897392,        -4.4844961,      -5.434264407,      -1.483501873,      -10.42801105,   4.102647656e-07,    2.03226275e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4447,      0.1526500003,      -7.108896786,      -4.484558348,      -5.434333855,      -1.483501351,      -10.42810087,   4.102647507e-07,   2.032261667e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4448,      0.1526472289,      -7.108896218,      -4.484620639,      -5.434403224,      -1.483500867,      -10.42819073,   4.102647357e-07,   2.032260585e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4449,      0.1526401447,      -7.108895674,      -4.484682972,      -5.434472517,      -1.483500406,      -10.42828063,   4.102647208e-07,   2.032259503e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4450,      0.1526366067,      -7.108895173,      -4.484745348,      -5.434541731,      -1.483499989,      -10.42837057,   4.102647059e-07,    2.03225842e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4451,      0.1526325593,      -7.108894702,      -4.484807766,      -5.434610868,      -1.483499601,      -10.42846055,   4.102646909e-07,   2.032257338e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4452,      0.1526280911,      -7.108894264,      -4.484870227,      -5.434679929,      -1.483499247,      -10.42855057,    4.10264676e-07,   2.032256256e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4453,      0.1526225682,      -7.108893854,      -4.484932729,      -5.434748912,       -1.48349892,      -10.42864063,   4.102646611e-07,   2.032255174e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4454,       0.152625765,       -7.10889348,      -4.484995274,      -5.434817818,      -1.483498629,      -10.42873073,   4.102646462e-07,   2.032254092e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4455,      0.1526262329,      -7.108893139,      -4.485057861,      -5.434886648,      -1.483498372,      -10.42882087,   4.102646312e-07,    2.03225301e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4456,      0.1526261416,      -7.108892824,       -4.48512049,      -5.434955402,      -1.483498139,      -10.42891106,   4.102646163e-07,   2.032251928e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4457,      0.1526196621,      -7.108892542,      -4.485183161,      -5.435024079,       -1.48349794,      -10.42900128,   4.102646014e-07,   2.032250846e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4458,      0.1526172797,      -7.108892299,      -4.485245874,       -5.43509268,       -1.48349778,      -10.42909155,   4.102645864e-07,   2.032249764e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4459,      0.1526136534,      -7.108892081,      -4.485308629,      -5.435161206,      -1.483497645,      -10.42918186,   4.102645715e-07,   2.032248682e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4460,      0.1526120332,      -7.108891897,      -4.485371426,      -5.435229656,      -1.483497543,      -10.42927221,   4.102645566e-07,     2.0322476e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
        4461,      0.1526148407,      -7.108891748,      -4.485434264,      -5.435298031,      -1.483497477,      -10.42936261,   4.102645416e-07,   2.032246518e-05,       31.86993632,       31.86993632,       31.86993632,       458.4520931
