"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1266,      -5.656120809,      -3.161538717,      -3.285466617,     -0.2036051128,      -7.885449246
          0,           0,        1267,      -5.661278311,      -3.164268833,       -3.29562653,     -0.2081260524,      -7.886766198
          0,           0,        1268,      -5.666965835,      -3.166610966,      -3.304965063,     -0.2131421444,      -7.888092109
          0,           0,        1269,      -5.673149179,      -3.168559542,      -3.313357117,      -0.218644199,      -7.889425468
          0,           0,        1270,      -5.679881199,      -3.170177874,      -3.320592165,     -0.2246550244,      -7.890766488
          0,           0,        1271,      -5.687153779,      -3.171497906,      -3.326595911,     -0.2311755391,      -7.892116136
          0,           0,        1272,      -5.694939196,      -3.172549242,      -3.331323303,     -0.2381888601,      -7.893475151
          0,           0,        1273,      -5.703206951,      -3.173383107,      -3.334777279,     -0.2456823272,      -7.894843871
          0,           0,        1274,      -5.711939846,      -3.174049709,      -3.336976591,       -0.25364099,      -7.896222517
          0,           0,        1275,      -5.721097548,      -3.174598241,      -3.337992325,     -0.2620382541,       -7.89761109
          0,           0,        1276,      -5.730659143,      -3.175079981,       -3.33792981,     -0.2708537465,      -7.899009537
          0,           0,        1277,       -5.74056421,      -3.175555131,      -3.336916986,     -0.2800431083,      -7.900417877
          0,           0,        1278,      -5.750759982,      -3.176077024,      -3.335084714,     -0.2895556288,      -7.901836161
          0,           0,        1279,      -5.761173681,      -3.176687796,      -3.332582211,     -0.2993347585,      -7.903264446
          0,           0,        1280,      -5.771738994,        -3.1774326,      -3.329567196,      -0.309317355,        -7.9047028
          0,           0,        1281,      -5.782343697,      -3.178349322,      -3.326206631,     -0.3194137578,      -7.906151196
          0,           0,        1282,      -5.792905549,      -3.179467717,      -3.322659009,     -0.3295480035,      -7.907609654
          0,           0,        1283,      -5.803302859,      -3.180813122,      -3.319075117,      -0.339623537,       -7.90907811
          0,           0,        1284,      -5.813413072,      -3.182411729,      -3.315583469,     -0.3495252851,      -7.910556543
          0,           0,        1285,      -5.823103416,       -3.18427738,      -3.312301808,     -0.3591426376,      -7.912044851
          0,           0,        1286,      -5.832231693,      -3.186420828,      -3.309328047,     -0.3683353839,      -7.913543103
          0,           0,        1287,      -5.840659406,      -3.188845894,      -3.306741146,     -0.3769827364,      -7.915051113
          0,           0,        1288,       -5.84825056,      -3.191552382,      -3.304608414,      -0.384940766,       -7.91656885
          0,           0,        1289,      -5.854891562,      -3.194533554,      -3.302986262,     -0.3921025757,      -7.918096294
          0,           0,        1290,      -5.860487429,      -3.197777386,      -3.301916422,     -0.3983521754,      -7.919633359
          0,           0,        1291,      -5.864956316,      -3.201275686,      -3.301432283,       -0.40360434,      -7.921179948
          0,           0,        1292,      -5.868270154,      -3.204995911,      -3.301553062,     -0.4077921166,      -7.922735935
          0,           0,        1293,      -5.870401643,      -3.208917243,      -3.302293363,     -0.4108694149,      -7.924301215
          0,           0,        1294,      -5.871406894,       -3.21300262,      -3.303663655,     -0.4128452026,      -7.925875727
          0,           0,        1295,      -5.871333385,      -3.217220622,       -3.30567632,      -0.413751833,      -7.927459342
          0,           0,        1296,      -5.870291022,      -3.221525078,      -3.308339641,     -0.4136546816,      -7.929051972
          0,           0,        1297,       -5.86833662,      -3.225877384,      -3.311654571,     -0.4125991771,      -7.930653502
          0,           0,        1298,      -5.865604364,      -3.230228595,      -3.315601356,     -0.4106798314,        -7.9322638
          0,           0,        1299,      -5.862279017,      -3.234516509,        -3.3201503,     -0.4080739831,      -7.933882648
          0,           0,        1300,      -5.858531605,      -3.238697104,      -3.325276796,     -0.4049326417,      -7.935509893
          0,           0,        1301,      -5.854480658,      -3.242706828,      -3.330962958,     -0.4013771547,        -7.9371454
          0,           0,        1302,      -5.850229334,      -3.246486087,      -3.337160282,     -0.3974944187,      -7.938789081
          0,           0,        1303,      -5.845797022,      -3.249995545,      -3.343894014,     -0.3934213218,      -7.940437669
          0,           0,        1304,      -5.841376631,      -3.253190434,      -3.351030789,     -0.3892780947,       -7.94208781
          0,           0,        1305,      -5.837252657,      -3.256006682,       -3.35846463,     -0.3852257689,      -7.943740294
          0,           0,        1306,       -5.83351781,      -3.258423607,      -3.366137447,     -0.3813563365,      -7.945398498
          0,           0,        1307,      -5.830071099,      -3.260428199,      -3.374082587,     -0.3777226108,      -7.947063357
          0,           0,        1308,      -5.827021914,      -3.262026294,      -3.382139647,     -0.3744142531,      -7.948735703
          0,           0,        1309,      -5.824397499,      -3.263205058,      -3.390258442,     -0.3715021151,      -7.950415119
          0,           0,        1310,      -5.822267093,      -3.263972491,      -3.398309343,     -0.3690248236,      -7.952101325
          0,           0,        1311,      -5.820663055,      -3.264365712,      -3.406216913,     -0.3670363669,       -7.95379403
          0,           0,        1312,      -5.819615077,      -3.264362831,      -3.413843217,     -0.3655379602,      -7.955492943
          0,           0,        1313,      -5.819115549,      -3.264015004,      -3.421077356,     -0.3645636123,      -7.957196909
          0,           0,        1314,      -5.819246369,      -3.263344604,      -3.427767461,     -0.3641295495,      -7.958906667
          0,           0,        1315,       -5.81999561,      -3.262423239,        -3.4339097,     -0.3642781684,       -7.96062323
          0,           0,        1316,      -5.821349343,      -3.261301228,      -3.439462756,     -0.3650180971,      -7.962347285
          0,           0,        1317,       -5.82328287,      -3.260025486,       -3.44428673,     -0.3663433419,      -7.964078382
          0,           0,        1318,      -5.825785153,      -3.258666617,      -3.448238127,     -0.3682381281,      -7.965815428
          0,           0,        1319,      -5.828850611,      -3.257255409,      -3.451212098,     -0.3706932558,      -7.967557251
          0,           0,        1320,      -5.832502969,      -3.255821218,      -3.453262872,     -0.3736913872,      -7.969303989
          0,           0,        1321,      -5.836713702,      -3.254417223,      -3.454454558,     -0.3772308283,      -7.971056255
          0,           0,        1322,      -5.841447593,      -3.253096943,       -3.45483848,     -0.3813001097,      -7.972814439
          0,           0,        1323,      -5.846653455,      -3.251907247,      -3.454461583,     -0.3858818946,      -7.974578301
          0,           0,        1324,      -5.852306473,      -3.250893491,      -3.453360973,     -0.3909368689,      -7.976347389
          0,           0,        1325,      -5.858361548,      -3.250080922,      -3.451609937,      -0.396424848,      -7.978121528
          0,           0,        1326,      -5.864778145,      -3.249506778,      -3.449290511,     -0.4023001101,      -7.979900514
          0,           0,        1327,      -5.871489678,       -3.24917952,      -3.446492813,     -0.4085066388,      -7.981684371
          0,           0,        1328,      -5.878428329,      -3.249123866,      -3.443312966,      -0.414981086,      -7.983472877
          0,           0,        1329,      -5.885523807,      -3.249354161,      -3.439848035,     -0.4216641723,      -7.985266128
          0,           0,        1330,       -5.89269751,      -3.249880133,      -3.436211769,     -0.4284875641,      -7.987063906
          0,           0,        1331,      -5.899855763,      -3.250712589,      -3.432490043,     -0.4353793851,      -7.988866078
          0,           0,        1332,       -5.90691766,      -3.251859276,       -3.42875656,     -0.4422559246,      -7.990672453
          0,           0,        1333,      -5.913786099,      -3.253320692,      -3.425084636,     -0.4490354582,      -7.992482735
          0,           0,        1334,      -5.920379826,      -3.255098956,      -3.421535157,     -0.4556253648,      -7.994296911
          0,           0,        1335,      -5.926592195,      -3.257186994,      -3.418168957,     -0.4619400267,      -7.996114846
          0,           0,        1336,      -5.932341382,      -3.259577954,      -3.415031623,     -0.4678841667,      -7.997936458
          0,           0,        1337,      -5.937521132,      -3.262258221,      -3.412164392,     -0.4733755699,      -7.999761228
          0,           0,        1338,       -5.94207586,      -3.265204306,      -3.409589126,     -0.4783298856,      -8.001588851
          0,           0,        1339,      -5.945940726,      -3.268407681,      -3.407331459,     -0.4826694243,      -8.003419275
          0,           0,        1340,      -5.949068287,      -3.271847519,      -3.405416161,      -0.486327479,      -8.005252421
          0,           0,        1341,      -5.951407979,      -3.275494395,      -3.403868947,     -0.4892596561,       -8.00708813
          0,           0,        1342,      -5.952961332,      -3.279330549,      -3.402696216,      -0.491435837,      -8.008926227
          0,           0,        1343,      -5.953720346,       -3.28331745,      -3.401907488,     -0.4928435727,      -8.010766296
          0,           0,        1344,      -5.953724511,      -3.287427425,      -3.401494662,      -0.493481029,      -8.012607912
          0,           0,        1345,      -5.953030616,      -3.291630244,      -3.401474991,      -0.493397139,      -8.014451195
          0,           0,        1346,      -5.951696328,      -3.295893969,      -3.401875003,     -0.4926319363,      -8.016296458
          0,           0,        1347,        -5.9497621,      -3.300180322,      -3.402654196,     -0.4912298703,       -8.01814334
          0,           0,        1348,      -5.947334906,      -3.304436157,      -3.403777807,     -0.4892619827,      -8.019990652
          0,           0,        1349,      -5.944438011,      -3.308616907,      -3.405218456,      -0.486772968,      -8.021836708
          0,           0,        1350,      -5.941297243,      -3.312692534,      -3.406965772,     -0.4838691364,      -8.023682176
          0,           0,        1351,      -5.937905794,      -3.316609772,      -3.409047785,     -0.4806271167,      -8.025527546
          0,           0,        1352,       -5.93438304,      -3.320335151,       -3.41140859,     -0.4771353645,      -8.027373736
          0,           0,        1353,      -5.930748764,      -3.323811385,      -3.413964322,     -0.4734537814,      -8.029220294
          0,           0,        1354,      -5.927071092,      -3.327022817,      -3.416731405,     -0.4696597437,      -8.031066066
          0,           0,        1355,      -5.923404786,      -3.329949292,      -3.419679672,     -0.4658176353,      -8.032909557
          0,           0,        1356,      -5.919893491,      -3.332483043,      -3.422756771,     -0.4619860782,      -8.034751329
          0,           0,        1357,       -5.91655133,      -3.334643666,      -3.426021379,     -0.4582518093,       -8.03659282
          0,           0,        1358,      -5.913343329,       -3.33640357,       -3.42941942,     -0.4546432573,      -8.038432278
          0,           0,        1359,      -5.910357119,      -3.337756503,      -3.432855803,     -0.4512157331,      -8.040267785
          0,           0,        1360,      -5.907682568,      -3.338731576,      -3.436249965,     -0.4480117688,      -8.042099783
          0,           0,        1361,      -5.905319201,       -3.33933836,      -3.439603747,       -0.44507298,      -8.043929621
          0,           0,        1362,      -5.903258757,      -3.339567076,      -3.442877187,     -0.4424094605,      -8.045757834
          0,           0,        1363,      -5.901495629,      -3.339419104,      -3.445995441,     -0.4400345885,      -8.047584497
          0,           0,        1364,      -5.900062786,       -3.33889897,      -3.448891184,     -0.4379654351,      -8.049409399
          0,           0,        1365,      -5.898953198,      -3.338027488,       -3.45151478,     -0.4362124481,      -8.051232353
          0,           0,        1366,      -5.898182881,      -3.336828761,      -3.453814772,     -0.4347828198,      -8.053053227
          0,           0,        1367,      -5.897685624,      -3.335311725,      -3.455774801,     -0.4336636051,      -8.054870162
          0,           0,        1368,      -5.897550484,      -3.333536515,      -3.457291351,     -0.4328827162,      -8.056683451
          0,           0,        1369,      -5.897734338,      -3.331539177,      -3.458382298,      -0.432440488,      -8.058493675
          0,           0,        1370,      -5.898207519,      -3.329331655,      -3.459037441,     -0.4323094784,      -8.060301253
          0,           0,        1371,      -5.898924123,      -3.326932191,      -3.459230472,     -0.4324646432,      -8.062106194
          0,           0,        1372,      -5.899886323,      -3.324373235,      -3.458931836,      -0.432895886,       -8.06390856
          0,           0,        1373,      -5.901049033,      -3.321681173,      -3.458145146,      -0.433579485,      -8.065708025
          0,           0,        1374,        -5.9024039,      -3.318890763,       -3.45687869,     -0.4345016278,      -8.067504484
          0,           0,        1375,      -5.903898544,      -3.316027414,      -3.455155674,     -0.4356325283,      -8.069297591
          0,           0,        1376,      -5.905520839,      -3.313123095,      -3.453002371,      -0.436954533,        -8.0710872
          0,           0,        1377,      -5.907216262,      -3.310213527,      -3.450460245,     -0.4384387005,       -8.07287312
          0,           0,        1378,      -5.908963868,      -3.307325476,      -3.447561233,     -0.4400558223,       -8.07465522
          0,           0,        1379,      -5.910702046,       -3.30448325,      -3.444345579,     -0.4417652383,      -8.076433321
          0,           0,        1380,      -5.912417409,      -3.301709359,      -3.440854151,     -0.4435431451,      -8.078207439
          0,           0,        1381,      -5.914055734,      -3.299025005,      -3.437137949,     -0.4453550855,      -8.079977091
          0,           0,        1382,      -5.915590486,      -3.296452409,      -3.433245794,     -0.4471642226,      -8.081742201
          0,           0,        1383,      -5.916967926,      -3.294009116,       -3.42923255,     -0.4489335401,      -8.083502521
          0,           0,        1384,      -5.918178539,      -3.291712469,      -3.425146647,     -0.4506386822,      -8.085257945
          0,           0,        1385,      -5.919156529,      -3.289579429,      -3.421039956,     -0.4522286893,      -8.087008199
          0,           0,        1386,      -5.919891814,      -3.287623701,      -3.416958702,     -0.4536746985,      -8.088753197
          0,           0,        1387,      -5.920347163,      -3.285857934,      -3.412951621,     -0.4549492009,      -8.090492819
          0,           0,        1388,      -5.920516987,      -3.284294488,      -3.409058719,     -0.4560237415,      -8.092226725
          0,           0,        1389,      -5.920358867,       -3.28294464,      -3.405321244,     -0.4568608513,      -8.093954768
          0,           0,        1390,      -5.919906277,      -3.281813771,      -3.401771233,      -0.457465375,      -8.095676721
          0,           0,        1391,      -5.919118856,      -3.280915454,      -3.398445736,     -0.4577997338,       -8.09739245
          0,           0,        1392,       -5.91801502,      -3.280260894,       -3.39537677,     -0.4578524262,      -8.099101676
          0,           0,        1393,      -5.916593537,      -3.279856096,      -3.392594109,     -0.4576215059,      -8.100804246
          0,           0,        1394,      -5.914878698,      -3.279702307,      -3.390125607,     -0.4571005813,      -8.102499934
          0,           0,        1395,      -5.912869968,      -3.279805653,      -3.387995987,     -0.4562880572,      -8.104188739
          0,           0,        1396,      -5.910615966,      -3.280167706,      -3.386217955,     -0.4552021241,      -8.105870152
          0,           0,        1397,      -5.908140288,       -3.28078997,      -3.384804112,      -0.453865215,       -8.10754411
          0,           0,        1398,      -5.905489207,      -3.281674823,      -3.383766074,     -0.4522968347,      -8.109210135
          0,           0,        1399,       -5.90268385,       -3.28282443,      -3.383118558,      -0.450520779,      -8.110868148
          0,           0,        1400,      -5.899772368,      -3.284236021,      -3.382873878,     -0.4485627716,      -8.112517927
          0,           0,        1401,      -5.896760454,      -3.285902738,      -3.383039498,     -0.4464299858,      -8.114159223
          0,           0,        1402,      -5.893683169,      -3.287818659,      -3.383614617,     -0.4441389505,      -8.115791743
          0,           0,        1403,      -5.890584018,      -3.289979352,      -3.384602322,     -0.4417423397,      -8.117415534
          0,           0,        1404,      -5.887517992,      -3.292377183,      -3.386001902,     -0.4392789835,      -8.119029936
          0,           0,        1405,      -5.884516338,      -3.295000991,      -3.387819286,     -0.4367900705,      -8.120634979
          0,           0,        1406,      -5.881626976,      -3.297839629,      -3.390054053,     -0.4343101363,      -8.122230467
          0,           0,        1407,      -5.878868824,      -3.300883118,      -3.392703024,      -0.431871503,      -8.123816114
          0,           0,        1408,      -5.876278793,      -3.304118006,      -3.395763685,     -0.4295019891,      -8.125391747
          0,           0,        1409,       -5.87386908,      -3.307527743,      -3.399232326,     -0.4272272455,      -8.126956931
          0,           0,        1410,      -5.871668954,      -3.311092627,      -3.403095906,     -0.4250659067,      -8.128511605
          0,           0,        1411,      -5.869695426,      -3.314793296,      -3.407337152,      -0.423051351,      -8.130055328
          0,           0,        1412,      -5.867949271,      -3.318575304,      -3.411970222,     -0.4211789098,      -8.131586288
          0,           0,        1413,      -5.866471036,      -3.322468478,      -3.416922987,      -0.419507109,      -8.133104346
          0,           0,        1414,      -5.865297067,      -3.326446562,       -3.42216475,     -0.4180618276,      -8.134610086
          0,           0,        1415,      -5.864406033,      -3.330454601,      -3.427690825,     -0.4168326347,      -8.136103755
          0,           0,        1416,      -5.863814766,      -3.334447205,      -3.433468845,     -0.4158273104,      -8.137585341
          0,           0,        1417,       -5.86352172,      -3.338403135,      -3.439465915,     -0.4150667024,      -8.139054363
          0,           0,        1418,      -5.863543238,      -3.342297466,      -3.445631699,     -0.4145626366,      -8.140510917
          0,           0,        1419,      -5.863874309,       -3.34609226,      -3.451919005,     -0.4143253981,       -8.14195509
          0,           0,        1420,      -5.864524428,      -3.349757966,      -3.458267558,     -0.4143589889,      -8.143386359
          0,           0,        1421,      -5.865483028,      -3.353248546,      -3.464622866,     -0.4146641078,       -8.14480452
          0,           0,        1422,      -5.866754443,      -3.356538231,      -3.470919252,     -0.4152392074,      -8.146209227
          0,           0,        1423,       -5.86832314,      -3.359602635,      -3.477100419,     -0.4160882254,      -8.147600186
          0,           0,        1424,      -5.870189427,      -3.362408432,      -3.483081434,     -0.4172040283,      -8.148977138
          0,           0,        1425,      -5.872294631,      -3.364882558,      -3.488855319,     -0.4185562883,      -8.150337753
          0,           0,        1426,      -5.874631685,      -3.367011937,      -3.494303134,     -0.4201340665,      -8.151678554
          0,           0,        1427,      -5.877296083,      -3.368889901,      -3.499237954,     -0.4220181242,      -8.153000536
          0,           0,        1428,      -5.880224875,       -3.37045812,      -3.503614697,     -0.4241462637,      -8.154304948
          0,           0,        1429,      -5.883375522,      -3.371695375,      -3.507378506,     -0.4264927309,      -8.155593117
          0,           0,        1430,      -5.886692455,      -3.372543197,       -3.51051118,     -0.4290126539,      -8.156864759
          0,           0,        1431,      -5.890188534,      -3.373064091,      -3.512909526,      -0.431729184,      -8.158120897
          0,           0,        1432,      -5.893826914,      -3.373240896,      -3.514560452,      -0.434603602,      -8.159362489
          0,           0,        1433,      -5.897555984,      -3.373075682,      -3.515465689,     -0.4376131743,       -8.16058897
          0,           0,        1434,       -5.90133326,      -3.372557617,       -3.51564182,     -0.4407206253,      -8.161799245
          0,           0,        1435,      -5.905158724,      -3.371744976,      -3.515059396,     -0.4439263062,      -8.162993179
          0,           0,        1436,       -5.90901355,      -3.370664202,      -3.513757462,     -0.4472045613,      -8.164171625
          0,           0,        1437,      -5.912825077,      -3.369327152,      -3.511776038,     -0.4505123459,      -8.165334769
          0,           0,        1438,      -5.916565398,      -3.367760895,       -3.50916609,     -0.4538179056,      -8.166482512
          0,           0,        1439,      -5.920183241,      -3.366001188,      -3.505986182,     -0.4570922169,      -8.167614545
          0,           0,        1440,      -5.923653191,       -3.36408476,      -3.502300387,     -0.4603013188,      -8.168731035
          0,           0,        1441,      -5.926928037,      -3.362043848,      -3.498189798,     -0.4634186109,      -8.169832113
          0,           0,        1442,      -5.929986239,      -3.359911364,      -3.493732855,     -0.4664131704,      -8.170917707
          0,           0,        1443,      -5.932781917,      -3.357717856,      -3.489015868,     -0.4692572831,      -8.171987547
          0,           0,        1444,      -5.935296561,      -3.355497604,      -3.484113954,     -0.4719201568,      -8.173041607
          0,           0,        1445,      -5.937492912,      -3.353280682,      -3.479101179,     -0.4743793777,      -8.174079859
          0,           0,        1446,      -5.939366558,      -3.351106103,      -3.474051179,     -0.4766159214,      -8.175102219
          0,           0,        1447,      -5.940886652,      -3.349000531,      -3.469032619,     -0.4786110207,      -8.176108664
          0,           0,        1448,      -5.942060451,      -3.346987956,      -3.464102944,     -0.4803499727,      -8.177099212
          0,           0,        1449,      -5.942871986,      -3.345092684,      -3.459320384,     -0.4818238092,      -8.178073795
          0,           0,        1450,      -5.943339701,      -3.343339912,      -3.454728889,     -0.4830252235,      -8.179032399
          0,           0,        1451,      -5.943462019,      -3.341746439,      -3.450378209,     -0.4839571266,      -8.179974977
          0,           0,        1452,      -5.943270212,      -3.340331002,      -3.446305878,      -0.484622333,      -8.180901523
          0,           0,        1453,      -5.942772964,      -3.339109189,      -3.442549505,     -0.4850325753,      -8.181811959
          0,           0,        1454,      -5.942012028,      -3.338098061,      -3.439136947,     -0.4852010835,      -8.182705917
          0,           0,        1455,      -5.941005794,      -3.337305383,      -3.436102357,     -0.4851485213,      -8.183583675
          0,           0,        1456,      -5.939803075,      -3.336742697,      -3.433468247,     -0.4848959261,      -8.184445493
          0,           0,        1457,      -5.938418964,      -3.336415042,      -3.431258216,     -0.4844664247,      -8.185290758
          0,           0,        1458,       -5.93691654,      -3.336334393,      -3.429479284,     -0.4838847793,      -8.186119468
          0,           0,        1459,      -5.935329056,      -3.336503731,      -3.428156833,     -0.4831881793,      -8.186931749
          0,           0,        1460,      -5.933710983,      -3.336931683,      -3.427297942,     -0.4824144468,      -8.187727683
          0,           0,        1461,      -5.932081338,      -3.337614476,        -3.4269223,     -0.4815927298,       -8.18850717
          0,           0,        1462,       -5.93047702,      -3.338549417,      -3.427035218,     -0.4807476091,      -8.189269332
          0,           0,        1463,       -5.92895403,       -3.33975311,      -3.427630893,     -0.4799243764,      -8.190014327
          0,           0,        1464,      -5.927566005,      -3.341217232,      -3.428731121,     -0.4791592511,      -8.190742367
          0,           0,        1465,      -5.926310643,      -3.342929915,      -3.430347993,      -0.478474638,      -8.191453065
          0,           0,        1466,      -5.925217851,         -3.344884,      -3.432479778,     -0.4778926052,      -8.192145469
          0,           0,        1467,      -5.924338775,      -3.347077381,      -3.435092215,     -0.4774528885,      -8.192819419
          0,           0,        1468,      -5.923713279,      -3.349504015,      -3.438207452,     -0.4771798496,      -8.193475259
          0,           0,        1469,      -5.923330716,      -3.352142866,      -3.441840396,     -0.4770934158,      -8.194112747
          0,           0,        1470,      -5.923255861,      -3.354998859,      -3.445953177,     -0.4772265882,      -8.194732782
          0,           0,        1471,      -5.923446075,      -3.358048626,      -3.450604721,     -0.4775877093,      -8.195334447
          0,           0,        1472,      -5.923993655,       -3.36128503,      -3.455704927,     -0.4782120096,      -8.195918581
          0,           0,        1473,      -5.924883727,      -3.364690788,      -3.461264201,     -0.4791120317,      -8.196486406
          0,           0,        1474,      -5.926124646,      -3.368261306,      -3.467280672,      -0.480296116,      -8.197038278
          0,           0,        1475,      -5.927704749,      -3.371963305,      -3.473743617,     -0.4817756624,      -8.197574326
          0,           0,        1476,      -5.929652393,      -3.375786265,      -3.480574941,     -0.4835682957,      -8.198094011
          0,           0,        1477,      -5.931985324,      -3.379741584,      -3.487802431,     -0.4856987114,      -8.198597169
          0,           0,        1478,      -5.934702779,      -3.383790994,      -3.495398407,     -0.4881664799,      -8.199083204
          0,           0,        1479,      -5.937802947,      -3.387909912,      -3.503310009,     -0.4909763674,      -8.199551579
          0,           0,        1480,      -5.941329966,      -3.392089307,      -3.511508501,     -0.4941392749,      -8.200002989
          0,           0,        1481,      -5.945248404,      -3.396308355,      -3.519957165,     -0.4976550035,      -8.200437801
          0,           0,        1482,      -5.949574957,      -3.400544267,       -3.52859108,     -0.5015306066,      -8.200856216
          0,           0,        1483,      -5.954288577,      -3.404776215,      -3.537371808,       -0.50576014,      -8.201258408
          0,           0,        1484,      -5.959397637,      -3.408984781,      -3.546230226,     -0.5103452802,      -8.201644306
          0,           0,        1485,      -5.964865303,      -3.413152966,       -3.55510583,     -0.5152781805,      -8.202013006
          0,           0,        1486,      -5.970721281,      -3.417263315,      -3.563933784,     -0.5205575631,      -8.202364415
          0,           0,        1487,      -5.976933519,      -3.421296266,      -3.572644391,     -0.5261687296,      -8.202698858
          0,           0,        1488,      -5.983505984,      -3.425239099,      -3.581166026,     -0.5321006906,      -8.203016943
          0,           0,        1489,      -5.990380756,      -3.429076821,      -3.589429515,     -0.5383296142,      -8.203318927
          0,           0,        1490,      -5.997550816,      -3.432798733,      -3.597341424,     -0.5448357814,      -8.203604838
          0,           0,        1491,      -6.004969497,      -3.436392952,      -3.604820689,     -0.5515966406,      -8.203874706
          0,           0,        1492,      -6.012623165,      -3.439849072,      -3.611796129,     -0.5585841216,      -8.204128514
          0,           0,        1493,      -6.020452463,      -3.443157387,      -3.618210925,     -0.5657672916,      -8.204366203
          0,           0,        1494,      -6.028435579,      -3.446309613,      -3.624015809,     -0.5731116256,      -8.204587549
          0,           0,        1495,      -6.036497767,      -3.449302285,      -3.629185942,     -0.5805739813,      -8.204792795
          0,           0,        1496,       -6.04461232,      -3.452134561,      -3.633691234,     -0.5881159072,      -8.204982077
          0,           0,        1497,      -6.052695122,       -3.45480519,      -3.637529263,     -0.5956873739,      -8.205155227
          0,           0,        1498,      -6.060708143,      -3.457313423,      -3.640702401,     -0.6032372741,      -8.205312283
          0,           0,        1499,      -6.068553123,      -3.459663592,       -3.64323983,     -0.6107051743,      -8.205453244
          0,           0,        1500,      -6.076188238,      -3.461859677,      -3.645177737,     -0.6180338365,      -8.205578085
          0,           0,        1501,      -6.083528403,      -3.463904262,      -3.646568182,     -0.6251751183,       -8.20568673
          0,           0,        1502,      -6.090522236,      -3.465806757,      -3.647464961,     -0.6320609883,      -8.205779217
          0,           0,        1503,      -6.097066095,      -3.467575865,      -3.647940865,     -0.6386257064,      -8.205855508
          0,           0,        1504,      -6.103144198,      -3.469217362,      -3.648063114,      -0.644829497,      -8.205915563
          0,           0,        1505,      -6.108661861,      -3.470739174,      -3.647913945,     -0.6506122732,      -8.205959239
          0,           0,        1506,      -6.113593818,      -3.472151461,      -3.647563824,     -0.6559179774,       -8.20598619
          0,           0,        1507,      -6.117881441,      -3.473460502,       -3.64709574,      -0.660715264,       -8.20599698
          0,           0,        1508,      -6.121531832,      -3.474673675,      -3.646580886,     -0.6649713118,      -8.205991692
          0,           0,        1509,      -6.124497295,      -3.475798647,      -3.646092901,      -0.668661364,       -8.20597003
          0,           0,        1510,      -6.126818887,      -3.476839224,      -3.645690021,       -0.67177863,      -8.205931814
          0,           0,        1511,       -6.12849147,      -3.477799376,      -3.645436462,     -0.6743353748,      -8.205877173
          0,           0,        1512,      -6.129544775,       -3.47869105,      -3.645380522,     -0.6763097834,      -8.205806102
          0,           0,        1513,      -6.130004059,        -3.4795198,      -3.645574125,     -0.6777420945,      -8.205718528
          0,           0,        1514,      -6.129976974,      -3.480283464,      -3.646048862,     -0.6786865455,      -8.205614364
          0,           0,        1515,      -6.129455971,      -3.480982656,      -3.646861246,     -0.6791537517,      -8.205493643
          0,           0,        1516,      -6.128546235,      -3.481619183,      -3.648032131,     -0.6791963797,      -8.205356351
          0,           0,        1517,      -6.127300635,      -3.482193406,      -3.649580386,     -0.6788859407,      -8.205202431
          0,           0,        1518,      -6.125844416,      -3.482703328,      -3.651505293,     -0.6782995212,      -8.205031919
          0,           0,        1519,      -6.124220053,      -3.483149314,      -3.653821542,     -0.6775043349,      -8.204844782
          0,           0,        1520,      -6.122525124,      -3.483532657,      -3.656533593,     -0.6765634455,      -8.204640828
          0,           0,        1521,      -6.120819859,      -3.483860682,       -3.65964869,     -0.6755581954,      -8.204420134
          0,           0,        1522,      -6.119196508,      -3.484122055,      -3.663160748,     -0.6745407413,      -8.204182662
          0,           0,        1523,      -6.117666083,      -3.484314036,      -3.667053305,     -0.6735541677,      -8.203928454
          0,           0,        1524,      -6.116300156,      -3.484434885,      -3.671291859,     -0.6726372263,      -8.203657582
          0,           0,        1525,      -6.115133605,      -3.484488325,      -3.675853627,     -0.6718668756,      -8.203369855
          0,           0,        1526,      -6.114236346,      -3.484481112,      -3.680710272,     -0.6712971079,       -8.20306486
          0,           0,        1527,      -6.113676603,      -3.484414264,      -3.685808847,     -0.6709877979,      -8.202742678
          0,           0,        1528,       -6.11350028,      -3.484294881,      -3.691128955,     -0.6709828055,      -8.202403269
          0,           0,        1529,      -6.113725789,      -3.484125322,      -3.696633242,     -0.6713233096,      -8.202046813
          0,           0,        1530,      -6.114402163,      -3.483910774,      -3.702269181,     -0.6720373215,      -8.201673599
          0,           0,        1531,      -6.115533008,      -3.483658207,       -3.70798923,     -0.6731630158,      -8.201283928
          0,           0,        1532,      -6.117151287,      -3.483373012,      -3.713727282,     -0.6747079213,      -8.200877843
          0,           0,        1533,      -6.119250879,      -3.483064859,      -3.719424339,     -0.6767052139,      -8.200455213
          0,           0,        1534,      -6.121870717,       -3.48274748,      -3.725017704,     -0.6791669058,      -8.200016349
          0,           0,        1535,      -6.124991533,      -3.482425976,      -3.730453255,     -0.6821074036,      -8.199561032
          0,           0,        1536,      -6.128680392,       -3.48212302,      -3.735633588,     -0.6855412618,      -8.199089483
          0,           0,        1537,      -6.132894881,      -3.481850434,      -3.740526144,      -0.689488022,       -8.19860152
          0,           0,        1538,      -6.137673585,      -3.481623526,        -3.7450529,     -0.6939434152,      -8.198097587
