TITLE = "Global index visualization file"
VARIABLES =
   "iSpan"           "x_coord"           "y_coord"           "z_coord"            "radius""Relative Angular Coord ""Delta Angular Coord "         "processor"
         0      8.63043591E-02      0.00000000E+00      0.00000000E+00      8.63043591E-02      0.00000000E+00      0.00000000E+00                   1
         0      8.63043591E-02      1.97848233E-04      0.00000000E+00      8.63045859E-02      1.97848233E-04      1.97848233E-04                   1
         0      8.63043591E-02      3.95696467E-04      0.00000000E+00      8.63052662E-02      3.95696467E-04      1.97848233E-04                   1
         0      8.63043591E-02      5.93544700E-04      0.00000000E+00      8.63064001E-02      5.93544700E-04      1.97848233E-04                   1
         0      8.63043591E-02      7.91392934E-04      0.00000000E+00      8.63079875E-02      7.91392934E-04      1.97848233E-04                   1
         0      8.63043591E-02      9.89241167E-04      0.00000000E+00      8.63100284E-02      9.89241167E-04      1.97848233E-04                   1
         0      8.63043591E-02      1.18708940E-03      0.00000000E+00      8.63125228E-02      1.18708940E-03      1.97848233E-04                   1
         0      8.63043591E-02      1.38493763E-03      0.00000000E+00      8.63154706E-02      1.38493763E-03      1.97848233E-04                   1
         0      8.63043591E-02      1.58278587E-03      0.00000000E+00      8.63188717E-02      1.58278587E-03      1.97848233E-04                   1
         0      8.63043591E-02      1.78063410E-03      0.00000000E+00      8.63227262E-02      1.78063410E-03      1.97848233E-04                   1
         0      8.63043591E-02      1.97848233E-03      0.00000000E+00      8.63270340E-02      1.97848233E-03      1.97848233E-04                   1
         0      8.63043591E-02      2.17633057E-03      0.00000000E+00      8.63317950E-02      2.17633057E-03      1.97848233E-04                   1
         0      8.63043591E-02      2.37417880E-03      0.00000000E+00      8.63370090E-02      2.37417880E-03      1.97848233E-04                   1
         0      8.63043591E-02      2.57202704E-03      0.00000000E+00      8.63426762E-02      2.57202704E-03      1.97848233E-04                   1
         0      8.63043591E-02      2.76987527E-03      0.00000000E+00      8.63487963E-02      2.76987527E-03      1.97848233E-04                   1
         0      8.63043591E-02      2.96772350E-03      0.00000000E+00      8.63553692E-02      2.96772350E-03      1.97848233E-04                   1
         0      8.63043591E-02      3.16557174E-03      0.00000000E+00      8.63623949E-02      3.16557174E-03      1.97848233E-04                   1
         0      8.63043591E-02      3.36341997E-03      0.00000000E+00      8.63698732E-02      3.36341997E-03      1.97848233E-04                   1
         0      8.63043591E-02      3.56126820E-03      0.00000000E+00      8.63778041E-02      3.56126820E-03      1.97848233E-04                   1
