"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,      "Avg_c"     ,       "CD"       ,       "CL"       
          0,           0,         200,     -0.7097694983,       1.005261556,       1.896901956,       4.696650864,       2.508801425,       3.700857505,       340.2970288,                 0,                 0
          0,           0,         201,     -0.6781359079,       1.052191444,       2.137646763,       4.632435996,       2.587072151,       3.780339224,       340.2970288,                 0,                 0
          0,           0,         202,     -0.7012276049,       1.010675095,       1.908100102,       4.705543726,       2.529655863,       3.723089978,       340.2970288,                 0,                 0
          0,           0,         203,     -0.6638733217,       1.064508597,       2.144307688,       4.651868904,       2.597898367,       3.790586967,       340.2970288,                 0,                 0
          0,           0,         204,     -0.6893935203,       1.019805502,       1.923317837,        4.71686607,       2.557251134,       3.751175941,       340.2970288,                 0,                 0
          0,           0,         205,     -0.6429840723,       1.084935905,       2.143974713,       4.676559683,       2.618184215,       3.811719514,       340.2970288,                 0,                 0
          0,           0,         206,     -0.6613970985,       1.045758385,       1.956414407,       4.741918287,       2.614975526,       3.808646753,       340.2970288,                 0,                 0
          0,           0,         207,     -0.5961677307,       1.134525914,       2.127538039,       4.725494574,       2.514705046,       3.719181587,       340.2970288,                 0,                 0
          0,           0,         208,     -0.7775980716,       0.930508965,       1.803229893,       4.634641279,       2.337663746,       3.527235874,       340.2970288,                 0,                 0
          0,           0,         209,      -0.812007121,      0.9023527175,       2.044683861,        4.48310557,       2.596175546,       3.785480085,       340.2970288,                 0,                 0
          0,           0,         210,     -0.6933503559,       1.009396505,       1.915832412,       4.714306065,       2.552101569,       3.748508974,       340.2970288,                 0,                 0
          0,           0,         211,      -0.655457616,       1.061238379,       2.154461808,       4.667552832,       2.598646668,       3.788984416,       340.2970288,                 0,                 0
          0,           0,         212,     -0.6941136719,       1.006357453,       1.916708018,       4.713677522,       2.554388831,       3.749669427,       340.2970288,                 0,                 0
          0,           0,         213,     -0.6532438815,        1.06138602,        2.15352773,       4.669703345,       2.602363597,        3.79196158,       340.2970288,                 0,                 0
          0,           0,         214,     -0.6888655054,       1.009416799,       1.924757644,       4.718443881,       2.568814229,        3.76292274,       340.2970288,                 0,                 0
          0,           0,         215,     -0.6409525618,       1.073340855,       2.148938392,       4.682735244,       2.617287667,       3.807466964,       340.2970288,                 0,                 0
          0,           0,         216,     -0.6665768509,       1.029852158,       1.951939877,       4.738118197,       2.615482107,        3.80815813,       340.2970288,                 0,                 0
          0,           0,         217,     -0.6016366871,       1.116027224,       2.131298874,        4.72269687,       2.533704414,       3.732725512,       340.2970288,                 0,                 0
          0,           0,         218,     -0.7574993101,      0.9395467697,       1.832816181,       4.653268068,        2.40313681,       3.593095149,       340.2970288,                 0,                 0
          0,           0,         219,     -0.7674992172,      0.9330702631,       2.084341624,       4.535877962,       2.581927513,       3.768282156,       340.2970288,                 0,                 0
          0,           0,         220,      -0.711276856,      0.9817679942,       1.896412004,       4.697997315,       2.523379321,       3.716781264,       340.2970288,                 0,                 0
          0,           0,         221,     -0.6801137636,       1.021213616,        2.15174827,       4.640901299,       2.582466667,       3.767833746,       340.2970288,                 0,                 0
          0,           0,         222,     -0.7164299458,      0.9742536869,       1.893786067,       4.694254705,       2.519973013,       3.712705563,       340.2970288,                 0,                 0
          0,           0,         223,     -0.6834312013,        1.01498025,        2.15540114,       4.639388144,       2.587060579,       3.769857649,       340.2970288,                 0,                 0
          0,           0,         224,     -0.7145301401,      0.9736309105,       1.901019846,       4.697009197,       2.534216021,       3.726069572,       340.2970288,                 0,                 0
          0,           0,         225,     -0.6726684787,       1.024232749,       2.164484383,       4.653270069,       2.593419779,       3.774339798,       340.2970288,                 0,                 0
          0,           0,         226,      -0.708897388,      0.9767664535,       1.912978924,       4.702833388,       2.555825736,       3.746180185,       340.2970288,                 0,                 0
          0,           0,         227,     -0.6548288355,       1.043110523,       2.164557788,       4.674251661,       2.610399525,       3.791093977,       340.2970288,                 0,                 0
          0,           0,         228,     -0.6860823545,      0.9972537655,       1.944266937,       4.723669822,       2.608668604,       3.796835383,       340.2970288,                 0,                 0
          0,           0,         229,     -0.6100147436,        1.09345151,       2.151046888,       4.722077314,       2.601866039,       3.787643011,       340.2970288,                 0,                 0
          0,           0,         230,     -0.6845790466,      0.9974249175,       1.944327897,       4.722706631,       2.607151848,       3.792858599,       340.2970288,                 0,                 0
          0,           0,         231,     -0.6065318507,        1.09760652,         2.1250363,       4.720321268,        2.53420706,       3.726434148,       340.2970288,                 0,                 0
          0,           0,         232,     -0.7550769284,      0.9275041633,       1.851672218,       4.656398677,       2.444589782,       3.628024568,       340.2970288,                 0,                 0
          0,           0,         233,     -0.7327442474,      0.9524711293,       2.115720593,       4.575874416,        2.56967286,       3.750537167,       340.2970288,                 0,                 0
          0,           0,         234,     -0.7210791515,      0.9585548626,       1.897914858,       4.689195076,       2.527488205,       3.712764236,       340.2970288,                 0,                 0
          0,           0,         235,     -0.6705587705,       1.021642292,       2.128984168,       4.652740675,       2.608699401,       3.791428937,       340.2970288,                 0,                 0
          0,           0,         236,     -0.6706532189,       1.007049534,       1.959792837,       4.735215847,       2.632022317,       3.816716597,       340.2970288,                 0,                 0
          0,           0,         237,      -0.585119511,       1.117185577,       2.107058285,       4.743418682,       2.446428201,       3.647832491,       340.2970288,                 0,                 0
          0,           0,         238,     -0.8558925291,      0.8265726839,       1.710625991,       4.565973485,       2.171063706,       3.347370148,       340.2970288,                 0,                 0
          0,           0,         239,     -0.9376346645,      0.7372922428,       1.949251859,       4.343384431,       2.602336665,       3.781423398,       340.2970288,                 0,                 0
          0,           0,         240,     -0.6802642278,      0.9948446009,        1.94591715,       4.728130054,       2.616794371,        3.80457901,       340.2970288,                 0,                 0
          0,           0,         241,     -0.6073887237,        1.08744227,       2.124916406,       4.726890417,       2.528987643,       3.720256188,       340.2970288,                 0,                 0
          0,           0,         242,     -0.7624287269,      0.9137609336,       1.838606272,        4.65010474,       2.428919479,       3.614088675,       340.2970288,                 0,                 0
          0,           0,         243,     -0.7539455695,      0.9207359523,       2.099096259,       4.560438521,       2.570897838,       3.750172692,       340.2970288,                 0,                 0
          0,           0,         244,     -0.7204570091,        0.95298373,       1.896119345,       4.690469044,       2.532952946,       3.719408911,       340.2970288,                 0,                 0
          0,           0,         245,     -0.6751033905,       1.007371331,       2.129780071,        4.65378265,       2.601409167,       3.782421773,       340.2970288,                 0,                 0
          0,           0,         246,     -0.6818172588,      0.9899236863,       1.944698398,       4.725771427,        2.61480719,       3.799772653,       340.2970288,                 0,                 0
          0,           0,         247,     -0.6069992098,       1.085244131,       2.111080044,       4.725045733,       2.494253795,        3.68775059,       340.2970288,                 0,                 0
          0,           0,         248,     -0.7993150796,      0.8750097185,       1.788930328,        4.61626101,       2.337272486,       3.519031451,       340.2970288,                 0,                 0
          0,           0,         249,     -0.8237668577,      0.8441381407,       2.042298083,       4.481349208,       2.582290384,       3.760078381,       340.2970288,                 0,                 0
          0,           0,         250,     -0.7040766776,      0.9658874142,       1.916445767,       4.705802755,       2.570500254,       3.756145039,       340.2970288,                 0,                 0
          0,           0,         251,     -0.6470139053,       1.036624183,       2.121861904,       4.685654238,       2.581302074,       3.765200673,       340.2970288,                 0,                 0
          0,           0,         252,     -0.7002700261,      0.9689395173,       1.919425988,       4.707685366,         2.5741751,       3.758002428,       340.2970288,                 0,                 0
          0,           0,         253,     -0.6408447926,       1.044670498,       2.103200287,       4.687911276,       2.528772837,       3.717606399,       340.2970288,                 0,                 0
          0,           0,         254,     -0.7554875584,      0.9148055093,       1.845332935,       4.655619319,       2.443175156,       3.625476195,       340.2970288,                 0,                 0
          0,           0,         255,     -0.7436861026,      0.9234226968,       2.103437746,       4.570642226,       2.553447839,       3.732567437,       340.2970288,                 0,                 0
          0,           0,         256,     -0.7342636217,       0.933960557,       1.875624124,       4.676931945,       2.497780186,       3.681448033,       340.2970288,                 0,                 0
          0,           0,         257,     -0.7028493229,      0.9694301612,       2.114575468,       4.622470345,       2.582290135,       3.761682138,       340.2970288,                 0,                 0
          0,           0,         258,     -0.7003135945,      0.9661361053,       1.920015172,       4.708687292,       2.574143271,       3.757441122,       340.2970288,                 0,                 0
          0,           0,         259,     -0.6410592864,       1.040894038,        2.10648124,       4.690553393,       2.537357931,       3.724068687,       340.2970288,                 0,                 0
          0,           0,         260,     -0.7459549386,      0.9209573639,       1.859094726,       4.665150549,       2.467247967,       3.649175596,       340.2970288,                 0,                 0
          0,           0,         261,     -0.7245544905,      0.9433431635,       2.103049868,       4.595154673,       2.568154931,       3.747146751,       340.2970288,                 0,                 0
          0,           0,         262,      -0.713867859,      0.9511337751,       1.901967674,       4.695765183,       2.542434984,       3.725011525,       340.2970288,                 0,                 0
          0,           0,         263,     -0.6655799308,       1.011454035,       2.102998815,       4.663580022,       2.564168481,       3.747620798,       340.2970288,                 0,                 0
          0,           0,         264,     -0.7131601646,      0.9511361127,       1.901052531,       4.695424551,       2.540124032,       3.721939525,       340.2970288,                 0,                 0
          0,           0,         265,     -0.6658844789,       1.011560141,       2.091620303,       4.660827915,        2.53822425,        3.72407504,       340.2970288,                 0,                 0
          0,           0,         266,     -0.7397962139,      0.9246905687,       1.864226452,       4.670181928,       2.475034506,       3.656342759,       340.2970288,                 0,                 0
          0,           0,         267,     -0.7173274412,       0.951086016,       2.090211233,       4.602672868,       2.575040817,       3.755725321,       340.2970288,                 0,                 0
          0,           0,         268,     -0.6983892487,      0.9642006911,         1.9171081,       4.708914927,       2.567278315,       3.749319067,       340.2970288,                 0,                 0
          0,           0,         269,     -0.6441330917,       1.035031578,       2.082416732,       4.684079443,       2.481617576,       3.673211175,       340.2970288,                 0,                 0
          0,           0,         270,     -0.8046191019,      0.8609791481,       1.772885053,       4.611001381,       2.305424788,       3.485491498,       340.2970288,                 0,                 0
          0,           0,         271,     -0.8502750314,       0.800704417,       2.027337774,       4.452764177,       2.563830527,       3.739634106,       340.2970288,                 0,                 0
          0,           0,         272,     -0.7195942936,      0.9416784836,       1.890940652,       4.691684406,        2.52797779,       3.712540383,       340.2970288,                 0,                 0
          0,           0,         273,     -0.6838860865,      0.9837810559,       2.111126333,       4.648662944,       2.599559951,       3.778579825,       340.2970288,                 0,                 0
          0,           0,         274,     -0.6768513073,      0.9826176612,       1.945019375,        4.73063846,       2.620114438,       3.802938645,       340.2970288,                 0,                 0
          0,           0,         275,     -0.6071133549,       1.072353157,       2.088602109,       4.726737814,       2.429703445,       3.625950611,       340.2970288,                 0,                 0
          0,           0,         276,     -0.8731997571,      0.7926725368,       1.673894491,       4.550533515,       2.106165536,       3.283122104,       340.2970288,                 0,                 0
          0,           0,         277,      -1.001693094,      0.6389660346,       1.912489719,       4.279485787,       2.588253633,       3.761202864,       340.2970288,                 0,                 0
          0,           0,         278,       -0.69607211,      0.9620428856,       1.922156093,       4.715299533,       2.591249081,       3.776734818,       340.2970288,                 0,                 0
          0,           0,         279,     -0.6419082011,        1.02796666,       2.119127839,       4.698396585,       2.564120183,       3.744811346,       340.2970288,                 0,                 0
          0,           0,         280,     -0.7233079699,      0.9344984751,       1.886809475,       4.687827982,       2.529608043,       3.712546348,       340.2970288,                 0,                 0
          0,           0,         281,     -0.6878982311,      0.9761527329,       2.105719308,       4.643158271,       2.595236701,       3.772785988,       340.2970288,                 0,                 0
          0,           0,         282,      -0.682908921,       0.973376289,       1.937774779,       4.724608143,       2.615271537,       3.796292856,       340.2970288,                 0,                 0
          0,           0,         283,     -0.6157996345,       1.059896857,       2.083005358,       4.716745697,       2.430414816,        3.62442343,       340.2970288,                 0,                 0
          0,           0,         284,     -0.8731684615,      0.7900235384,       1.673406848,       4.550373608,       2.113759331,        3.28958096,       340.2970288,                 0,                 0
          0,           0,         285,      -1.002218221,      0.6332840632,       1.915370686,       4.278558602,        2.58978816,       3.760916388,       340.2970288,                 0,                 0
          0,           0,         286,     -0.6951310082,      0.9600397195,       1.923401392,       4.716100307,       2.599249404,       3.782696412,       340.2970288,                 0,                 0
          0,           0,         287,     -0.6393931602,       1.028318328,       2.112492104,        4.70083591,       2.544472082,       3.725009001,       340.2970288,                 0,                 0
          0,           0,         288,      -0.746726497,      0.9089424827,       1.855792688,       4.666045861,       2.481078543,       3.662284261,       340.2970288,                 0,                 0
          0,           0,         289,     -0.7310867535,      0.9213243916,       2.105565804,       4.595551102,       2.558999412,       3.731474424,       340.2970288,                 0,                 0
          0,           0,         290,     -0.7332051164,      0.9213225387,       1.877043241,       4.679671116,       2.518075421,         3.6983726,       340.2970288,                 0,                 0
          0,           0,         291,     -0.7011990592,      0.9561224499,       2.109509305,        4.63130329,       2.584908496,       3.757976429,       340.2970288,                 0,                 0
          0,           0,         292,     -0.7008503471,       0.952132504,       1.920107778,       4.709552906,       2.590311589,       3.768754388,       340.2970288,                 0,                 0
          0,           0,         293,     -0.6402468239,       1.028042377,       2.094781532,       4.695503252,       2.507236657,         3.6892192,       340.2970288,                 0,                 0
          0,           0,         294,     -0.7846854065,      0.8700095115,       1.807795093,       4.630798748,       2.391598053,       3.568556797,       340.2970288,                 0,                 0
          0,           0,         295,      -0.796725743,      0.8446647817,       2.076921857,       4.518718614,       2.550013246,       3.718423944,       340.2970288,                 0,                 0
          0,           0,         296,     -0.7432922534,      0.9090650991,       1.868461388,       4.671095246,       2.502765448,        3.68079873,       340.2970288,                 0,                 0
          0,           0,         297,     -0.7120948043,      0.9412195162,       2.110640073,       4.620999971,       2.581561961,       3.751438024,       340.2970288,                 0,                 0
          0,           0,         298,      -0.706642249,      0.9439492678,       1.918231891,       4.705271714,       2.586763867,       3.763077902,       340.2970288,                 0,                 0
          0,           0,         299,     -0.6421649462,       1.023887844,       2.098173388,       4.696139696,       2.521735704,       3.700008608,       340.2970288,                 0,                 0
          0,           0,         300,     -0.7686563677,      0.8824548847,       1.835824364,       4.646260332,       2.442883346,       3.617729065,       340.2970288,                 0,                 0
          0,           0,         301,     -0.7545714344,      0.8913109235,       2.094245054,       4.568188066,       2.557309718,       3.725298915,       340.2970288,                 0,                 0
          0,           0,         302,     -0.7318026451,      0.9174950246,       1.887880455,        4.68159108,       2.533863697,       3.708678906,       340.2970288,                 0,                 0
          0,           0,         303,     -0.6826203324,      0.9767880246,       2.095835187,       4.652440448,       2.574940375,       3.747418896,       340.2970288,                 0,                 0
          0,           0,         304,     -0.7051638999,      0.9426114352,       1.921012858,       4.705161883,       2.588402185,       3.761755796,       340.2970288,                 0,                 0
          0,           0,         305,      -0.635479412,       1.032162026,       2.074106463,       4.699229519,       2.451532597,       3.635743664,       340.2970288,                 0,                 0
          0,           0,         306,     -0.8456206704,      0.8062320644,       1.728186853,       4.575902992,       2.237528699,       3.408893063,       340.2970288,                 0,                 0
          0,           0,         307,     -0.9094927747,      0.7217565225,       1.988040008,       4.390713692,       2.572453797,       3.737532359,       340.2970288,                 0,                 0
          0,           0,         308,     -0.7122175678,      0.9342320594,       1.913200626,       4.700490858,       2.580550205,       3.755588669,       340.2970288,                 0,                 0
          0,           0,         309,     -0.6486839521,       1.013585706,       2.091536188,        4.69180984,        2.51582384,       3.692312984,       340.2970288,                 0,                 0
          0,           0,         310,     -0.7749058325,      0.8721896009,       1.829649167,       4.640754392,       2.434884798,       3.608552438,       340.2970288,                 0,                 0
          0,           0,         311,      -0.762787477,       0.878544801,       2.088125953,        4.56205297,       2.555232365,       3.721154147,       340.2970288,                 0,                 0
          0,           0,         312,     -0.7334748224,      0.9118553619,       1.887776015,       4.680317684,       2.536506209,       3.709820047,       340.2970288,                 0,                 0
          0,           0,         313,     -0.6822687378,      0.9745285254,       2.088646729,       4.655156316,       2.558881922,       3.730379365,       340.2970288,                 0,                 0
          0,           0,         314,     -0.7230626301,      0.9211831103,       1.900039834,       4.688739577,       2.555873975,       3.727714744,       340.2970288,                 0,                 0
          0,           0,         315,     -0.6637843331,      0.9973937221,       2.070934024,        4.67133155,       2.491169712,       3.668572112,       340.2970288,                 0,                 0
          0,           0,         316,     -0.7974928112,      0.8484374557,       1.798756645,       4.619309646,       2.376583425,       3.547703075,       340.2970288,                 0,                 0
          0,           0,         317,     -0.8053345698,      0.8260236048,       2.073690036,       4.510708685,       2.538794332,       3.702405116,       340.2970288,                 0,                 0
          0,           0,         318,     -0.7508920691,      0.8928467291,       1.866036904,       4.664237421,       2.498692952,       3.670881139,       340.2970288,                 0,                 0
          0,           0,         319,     -0.7120519652,      0.9380252264,       2.086936066,       4.623779919,       2.592655836,       3.760078113,       340.2970288,                 0,                 0
          0,           0,         320,     -0.6838391126,      0.9575828532,       1.951212701,       4.725871546,       2.616386598,       3.787090577,       340.2970288,                 0,                 0
          0,           0,         321,     -0.6167998269,       1.048233213,       2.064314736,       4.720509371,       2.389052992,       3.576846406,       340.2970288,                 0,                 0
          0,           0,         322,     -0.9243401629,      0.7260239327,       1.611614774,        4.50658948,       1.987430213,       3.152832374,       340.2970288,                 0,                 0
          0,           0,         323,      -1.090733461,      0.5215830912,       1.859225013,       4.175864853,       2.567503823,       3.728195527,       340.2970288,                 0,                 0
          0,           0,         324,     -0.7200239253,      0.9210884467,       1.906805753,       4.694495548,       2.579694934,       3.753384557,       340.2970288,                 0,                 0
          0,           0,         325,     -0.6579012436,      0.9967643369,       2.096453262,       4.687361194,       2.541579096,       3.711975532,       340.2970288,                 0,                 0
          0,           0,         326,     -0.7500054156,      0.8907984108,       1.866949243,       4.664546864,       2.509995329,       3.681494284,       340.2970288,                 0,                 0
          0,           0,         327,     -0.7100484713,      0.9382265232,        2.08181643,       4.625645691,       2.579126057,       3.745919769,       340.2970288,                 0,                 0
          0,           0,         328,     -0.7013140165,      0.9378297626,       1.928713142,       4.708999474,       2.612176049,       3.781572839,       340.2970288,                 0,                 0
          0,           0,         329,     -0.6238080242,       1.038643311,        2.05597935,       4.713431139,       2.377282949,       3.564803704,       340.2970288,                 0,                 0
          0,           0,         330,     -0.9394936043,      0.7101916945,       1.584697219,       4.492902621,       1.924318619,       3.087446103,       340.2970288,                 0,                 0
          0,           0,         331,      -1.138508391,       0.464979258,       1.830979416,        4.11768977,        2.55523754,        3.71432888,       340.2970288,                 0,                 0
          0,           0,         332,     -0.7355040126,      0.9037913519,       1.886097847,        4.68024667,       2.551189586,       3.724251498,       340.2970288,                 0,                 0
          0,           0,         333,     -0.6870600582,      0.9599655738,       2.098387328,       4.658593071,       2.584955249,       3.750197896,       340.2970288,                 0,                 0
          0,           0,         334,     -0.7030502119,      0.9346238262,       1.927393453,       4.708950271,       2.617935188,       3.787547195,       340.2970288,                 0,                 0
          0,           0,         335,     -0.6274032253,       1.031293766,       2.068707871,       4.714538552,       2.418557302,       3.599327323,       340.2970288,                 0,                 0
          0,           0,         336,     -0.8938351974,      0.7508102818,       1.659172125,       4.533102359,       2.116011992,       3.284839159,       340.2970288,                 0,                 0
          0,           0,         337,      -1.015974161,      0.5945975949,       1.915748832,        4.27605627,       2.583235268,       3.740669026,       340.2970288,                 0,                 0
          0,           0,         338,     -0.7066101654,      0.9305205055,       1.924315725,       4.707448493,        2.61883809,       3.789044967,       340.2970288,                 0,                 0
          0,           0,         339,     -0.6337200662,        1.02110262,       2.085572531,       4.713640422,       2.474583546,       3.648133188,       340.2970288,                 0,                 0
          0,           0,         340,      -0.831985277,      0.8081782226,       1.753750674,       4.589238653,       2.316506482,       3.486150241,       340.2970288,                 0,                 0
          0,           0,         341,     -0.8719308148,      0.7465702346,       2.025130095,       4.447310784,       2.562079985,       3.718214785,       340.2970288,                 0,                 0
          0,           0,         342,     -0.7353278919,      0.9015075877,       1.890548073,       4.680671498,       2.563638558,       3.732263077,       340.2970288,                 0,                 0
          0,           0,         343,     -0.6791588227,      0.9680559065,       2.092683403,       4.666874055,       2.564601337,       3.728554675,       340.2970288,                 0,                 0
          0,           0,         344,     -0.7275104074,      0.9082573514,       1.899649423,       4.686170557,       2.575664905,       3.741609294,       340.2970288,                 0,                 0
          0,           0,         345,     -0.6639900244,      0.9886424296,        2.06867863,       4.676803178,       2.486515145,       3.657184969,       340.2970288,                 0,                 0
          0,           0,         346,     -0.8119636139,      0.8262052656,       1.783537123,       4.606995955,       2.369543162,       3.534880536,       340.2970288,                 0,                 0
          0,           0,         347,     -0.8263719689,      0.7925279667,       2.064638258,       4.493200024,       2.535601126,       3.691238925,       340.2970288,                 0,                 0
          0,           0,         348,      -0.762259466,       0.873916086,       1.856462079,       4.654880591,        2.50116872,       3.666715928,       340.2970288,                 0,                 0
          0,           0,         349,     -0.7243753191,      0.9156767509,        2.08328228,       4.615609609,       2.591618084,       3.751208377,       340.2970288,                 0,                 0
          0,           0,         350,     -0.6934593468,      0.9403269379,        1.94519907,       4.718342266,       2.619872051,       3.783362492,       340.2970288,                 0,                 0
          0,           0,         351,     -0.6268582217,       1.029907112,        2.05979582,        4.71398535,       2.397836201,       3.577136042,       340.2970288,                 0,                 0
          0,           0,         352,     -0.9204013268,      0.7221012219,       1.622734924,       4.510470427,        2.03762232,        3.19990365,       340.2970288,                 0,                 0
          0,           0,         353,       -1.07068385,      0.5302646947,       1.881639695,       4.207692447,       2.587355466,       3.740456997,       340.2970288,                 0,                 0
          0,           0,         354,     -0.7025272173,      0.9309241705,       1.934552022,       4.711852243,       2.639103633,       3.804138022,       340.2970288,                 0,                 0
          0,           0,         355,     -0.6181488048,       1.036267893,       2.076485003,       4.729959092,       2.424200611,       3.599400986,       340.2970288,                 0,                 0
          0,           0,         356,     -0.8949868862,       0.744339812,       1.664787301,       4.533235515,       2.142125459,         3.3078771,       340.2970288,                 0,                 0
          0,           0,         357,      -1.004185806,       0.601059399,        1.92817629,       4.296410389,       2.587897777,       3.739564439,       340.2970288,                 0,                 0
          0,           0,         358,     -0.7071072381,      0.9254754496,       1.930752756,         4.7083551,       2.637189229,       3.801727656,       340.2970288,                 0,                 0
          0,           0,         359,      -0.623681177,       1.028551565,       2.083118308,       4.726808267,       2.453376821,       3.624278166,       340.2970288,                 0,                 0
          0,           0,         360,     -0.8624531127,      0.7740469804,       1.716669298,       4.562606057,       2.254655275,       3.419530048,       340.2970288,                 0,                 0
          0,           0,         361,     -0.9239700206,      0.6858644705,       1.988649548,       4.391489419,       2.575272901,       3.725810548,       340.2970288,                 0,                 0
          0,           0,         362,     -0.7237373107,      0.9081427364,       1.912017279,       4.692711233,       2.607760775,       3.770795214,       340.2970288,                 0,                 0
          0,           0,         363,     -0.6482487763,        1.00042931,       2.084812326,       4.701809919,       2.503052821,       3.667756393,       340.2970288,                 0,                 0
          0,           0,         364,     -0.8029765571,      0.8301878837,       1.804547717,       4.616905243,       2.420173715,       3.582087531,       340.2970288,                 0,                 0
          0,           0,         365,     -0.7947228024,      0.8259177729,       2.078967813,       4.535881207,       2.547057093,       3.698468241,       340.2970288,                 0,                 0
          0,           0,         366,     -0.7547083112,      0.8769023994,       1.873916068,       4.662934827,       2.539690835,       3.700191136,       340.2970288,                 0,                 0
          0,           0,         367,      -0.698188458,      0.9441022125,       2.078402711,        4.64666797,       2.563661083,       3.721758459,       340.2970288,                 0,                 0
          0,           0,         368,     -0.7281405044,      0.9019804376,       1.906890091,       4.686219132,       2.591078124,       3.749448268,       340.2970288,                 0,                 0
          0,           0,         369,     -0.6511532005,       1.000822708,       2.051737995,       4.690929843,       2.426392849,       3.597950055,       340.2970288,                 0,                 0
          0,           0,         370,     -0.8848310267,      0.7511092967,       1.684878712,       4.542130667,       2.182606927,       3.341086837,       340.2970288,                 0,                 0
          0,           0,         371,      -0.969216247,      0.6344836122,       1.957801299,       4.332496627,       2.567319533,       3.716771306,       340.2970288,                 0,                 0
          0,           0,         372,     -0.7256017196,      0.9040525924,       1.910645948,       4.690304208,       2.600897491,       3.760576074,       340.2970288,                 0,                 0
          0,           0,         373,     -0.6484851518,       1.000886376,       2.065556328,       4.699477753,       2.456463704,       3.624129692,       340.2970288,                 0,                 0
          0,           0,         374,     -0.8533979524,      0.7798133792,       1.733168824,       4.570853132,       2.283873441,       3.443844124,       340.2970288,                 0,                 0
          0,           0,         375,     -0.8974499469,      0.7099731743,       2.012368191,       4.420502151,        2.55918675,        3.70768335,       340.2970288,                 0,                 0
          0,           0,         376,     -0.7386595358,       0.890588902,       1.895698239,       4.678609475,       2.577163836,       3.736443366,       340.2970288,                 0,                 0
          0,           0,         377,     -0.6689831048,      0.9764636647,       2.072057737,       4.680104645,       2.507734333,       3.669323815,       340.2970288,                 0,                 0
          0,           0,         378,     -0.7937407274,      0.8362123953,        1.82016056,       4.625679388,       2.444842063,       3.603230486,       340.2970288,                 0,                 0
          0,           0,         379,     -0.7715384338,      0.8565651449,       2.064519796,       4.563824554,       2.566375836,       3.718746709,       340.2970288,                 0,                 0
          0,           0,         380,     -0.7249340767,      0.9028252123,       1.912448861,       4.689934245,       2.600245431,       3.757050884,       340.2970288,                 0,                 0
          0,           0,         381,      -0.643932768,       1.006884543,       2.047173858,       4.700648495,       2.400869897,       3.573501255,       340.2970288,                 0,                 0
          0,           0,         382,     -0.9173016796,      0.7180717199,       1.635772154,       4.513686695,       2.075976684,       3.233526464,       340.2970288,                 0,                 0
          0,           0,         383,      -1.046159188,      0.5478865004,       1.903720188,       4.244816669,       2.579845859,       3.727054845,       340.2970288,                 0,                 0
          0,           0,         384,     -0.7120283678,      0.9150639434,       1.929462945,       4.703951711,       2.634521003,       3.792853852,       340.2970288,                 0,                 0
          0,           0,         385,     -0.6233835748,       1.026557632,       2.061219262,        4.72744075,       2.395612328,       3.568312032,       340.2970288,                 0,                 0
          0,           0,         386,     -0.9314851497,      0.7034235229,       1.614380709,       4.501431964,        2.03491518,       3.195705445,       340.2970288,                 0,                 0
          0,           0,         387,      -1.081646734,      0.5082184947,        1.87870349,       4.209227656,       2.592665235,       3.738428395,       340.2970288,                 0,                 0
          0,           0,         388,     -0.7027265594,      0.9235186219,       1.942519648,       4.713823759,       2.635392527,       3.794407589,       340.2970288,                 0,                 0
          0,           0,         389,      -0.631626876,       1.014901562,       2.076048588,       4.721487041,       2.452368325,       3.617723202,       340.2970288,                 0,                 0
          0,           0,         390,     -0.8676312122,      0.7630523079,       1.715498151,        4.55851637,       2.263088714,        3.42311751,       340.2970288,                 0,                 0
          0,           0,         391,     -0.9232425669,      0.6785808061,       1.994444518,       4.395977399,       2.570058547,       3.714733653,       340.2970288,                 0,                 0
          0,           0,         392,     -0.7330680203,      0.8931354476,       1.906213949,       4.684743034,       2.605921443,       3.763085163,       340.2970288,                 0,                 0
          0,           0,         393,     -0.6544145812,      0.9894000067,       2.075461935,        4.69774245,       2.493332239,       3.653427934,       340.2970288,                 0,                 0
          0,           0,         394,     -0.8175355015,      0.8103633781,       1.790332023,       4.604213007,       2.403153082,       3.559664826,       340.2970288,                 0,                 0
          0,           0,         395,     -0.8128938273,      0.7992948088,       2.070858207,       4.518637125,       2.544404916,       3.689912852,       340.2970288,                 0,                 0
          0,           0,         396,     -0.7608946453,      0.8652822844,       1.871783817,       4.658011031,       2.543941777,       3.698763427,       340.2970288,                 0,                 0
          0,           0,         397,     -0.6995028253,      0.9389868945,         2.0694525,       4.648206759,       2.548954154,       3.702883108,       340.2970288,                 0,                 0
          0,           0,         398,     -0.7481766473,      0.8768657181,       1.886470412,       4.668316415,       2.564301231,       3.717251217,       340.2970288,                 0,                 0
          0,           0,         399,     -0.6775941225,      0.9673129311,       2.045718662,       4.665918568,        2.46036548,       3.622832315,       340.2970288,                 0,                 0
          0,           0,         400,     -0.8463067394,      0.7822276672,       1.747924568,       4.577189683,       2.316135977,       3.469598628,       340.2970288,                 0,                 0
          0,           0,         401,     -0.8728104612,      0.7299561618,       2.037414059,       4.445613776,       2.537259625,       3.681866335,       340.2970288,                 0,                 0
